        Node       x [um]       y [um]       z [um]       u [um]       v [um]       w [um]
        2480        0.400        2.948        0.182  -0.00856694  -0.01243041   0.01688452
        2481        0.400        3.052        0.182  -0.00710379  -0.01429718   0.01676561
        2482        0.400        3.156        0.182  -0.00590917  -0.01580564   0.01667632
        2483        0.400        3.260        0.182  -0.00500662  -0.01691499   0.01662999
        2484        0.400        3.364        0.182  -0.00441400  -0.01759350   0.01663578
        2485        0.400        3.468        0.182  -0.00426427  -0.01738519   0.01668955
        2486        0.504       -0.068        0.182   0.00910632   0.06804597   0.01823958
        2487        0.504        0.036        0.182   0.00909921   0.06795834   0.01820642
        2488        0.504        0.140        0.182   0.00859006   0.06712695   0.01815223
        2489        0.504        0.244        0.182   0.00780239   0.06589545   0.01810648
        2490        0.504        0.348        0.182   0.00674422   0.06427635   0.01806705
        2491        0.504        0.452        0.182   0.00541595   0.06228248   0.01803218
        2492        0.504        0.556        0.182   0.00382415   0.05992983   0.01799899
        2493        0.504        0.660        0.182   0.00197252   0.05723828   0.01796534
        2494        0.504        0.764        0.182  -0.00012931   0.05423253   0.01792779
        2495        0.504        0.868        0.182  -0.00246734   0.05094585   0.01788542
        2496        0.504        0.972        0.182  -0.00501563   0.04741907   0.01783659
        2497        0.504        1.076        0.182  -0.00773712   0.04370416   0.01778388
        2498        0.504        1.180        0.182  -0.01057795   0.03986204   0.01772904
        2499        0.504        1.284        0.182  -0.01346666   0.03596200   0.01767810
        2500        0.504        1.388        0.182  -0.01630993   0.03207725   0.01763513
        2501        0.504        1.492        0.182  -0.01899691   0.02827941   0.01760722
        2502        0.504        1.596        0.182  -0.02140462   0.02463180   0.01759984
        2503        0.504        1.700        0.182  -0.02341025   0.02117661   0.01761655
        2504        0.504        1.804        0.182  -0.02490037   0.01792858   0.01765736
        2505        0.504        1.908        0.182  -0.02578992   0.01487233   0.01771696
        2506        0.504        2.012        0.182  -0.02603169   0.01196599   0.01778647
        2507        0.504        2.116        0.182  -0.02562823   0.00915085   0.01785328
        2508        0.504        2.220        0.182  -0.02463270   0.00636872   0.01790292
        2509        0.504        2.324        0.182  -0.02314381   0.00357575   0.01792057
        2510        0.504        2.428        0.182  -0.02129083   0.00075530   0.01789457
        2511        0.504        2.532        0.182  -0.01921684  -0.00207686   0.01782049
        2512        0.504        2.636        0.182  -0.01705931  -0.00487619   0.01770141
        2513        0.504        2.740        0.182  -0.01494014  -0.00757835   0.01754762
        2514        0.504        2.844        0.182  -0.01295544  -0.01010902   0.01737433
        2515        0.504        2.948        0.182  -0.01117675  -0.01239399   0.01720041
        2516        0.504        3.052        0.182  -0.00965304  -0.01436405   0.01704503
        2517        0.504        3.156        0.182  -0.00841659  -0.01595815   0.01692598
        2518        0.504        3.260        0.182  -0.00749138  -0.01713091   0.01685809
        2519        0.504        3.364        0.182  -0.00689140  -0.01784707   0.01685126
        2520        0.504        3.468        0.182  -0.00673858  -0.01764580   0.01690679
        2521        0.608       -0.068        0.182   0.00985026   0.06809466   0.01871676
        2522        0.608        0.036        0.182   0.00983266   0.06799696   0.01867900
        2523        0.608        0.140        0.182   0.00931081   0.06715802   0.01863047
        2524        0.608        0.244        0.182   0.00850561   0.06591627   0.01859704
        2525        0.608        0.348        0.182   0.00742195   0.06428236   0.01857607
        2526        0.608        0.452        0.182   0.00605821   0.06226768   0.01856480
        2527        0.608        0.556        0.182   0.00441536   0.05988518   0.01855900
        2528        0.608        0.660        0.182   0.00249176   0.05715341   0.01855534
        2529        0.608        0.764        0.182   0.00028951   0.05409486   0.01854901
        2530        0.608        0.868        0.182  -0.00218590   0.05074173   0.01853737
        2531        0.608        0.972        0.182  -0.00491857   0.04713439   0.01851688
        2532        0.608        1.076        0.182  -0.00788149   0.04332609   0.01848843
        2533        0.608        1.180        0.182  -0.01102604   0.03938301   0.01845250
        2534        0.608        1.284        0.182  -0.01428216   0.03538332   0.01841352
        2535        0.608        1.388        0.182  -0.01755017   0.03141426   0.01837686
        2536        0.608        1.492        0.182  -0.02070478   0.02756625   0.01835054
        2537        0.608        1.596        0.182  -0.02359969   0.02392022   0.01834180
        2538        0.608        1.700        0.182  -0.02608230   0.02053321   0.01835568
        2539        0.608        1.804        0.182  -0.02800610   0.01742511   0.01839241
        2540        0.608        1.908        0.182  -0.02925608   0.01456918   0.01844695
        2541        0.608        2.012        0.182  -0.02975992   0.01189901   0.01850919
        2542        0.608        2.116        0.182  -0.02950768   0.00932009   0.01856437
        2543        0.608        2.220        0.182  -0.02855340   0.00673510   0.01859664
        2544        0.608        2.324        0.182  -0.02701130   0.00407054   0.01858843
        2545        0.608        2.428        0.182  -0.02503679   0.00129571   0.01852790
        2546        0.608        2.532        0.182  -0.02280456  -0.00157083   0.01841018
        2547        0.608        2.636        0.182  -0.02048080  -0.00446673   0.01824024
        2548        0.608        2.740        0.182  -0.01820862  -0.00730481   0.01803179
        2549        0.608        2.844        0.182  -0.01609502  -0.00998718   0.01780383
        2550        0.608        2.948        0.182  -0.01421549  -0.01242043   0.01757909
        2551        0.608        3.052        0.182  -0.01261792  -0.01452187   0.01737945
        2552        0.608        3.156        0.182  -0.01133372  -0.01622420   0.01722467
        2553        0.608        3.260        0.182  -0.01038120  -0.01747506   0.01713111
        2554        0.608        3.364        0.182  -0.00977236  -0.01823709   0.01711028
        2555        0.608        3.468        0.182  -0.00961044  -0.01804231   0.01716968
        2556        0.712       -0.068        0.182   0.01074377   0.06815359   0.01926867
        2557        0.712        0.036        0.182   0.01072157   0.06804606   0.01922759
        2558        0.712        0.140        0.182   0.01018701   0.06719806   0.01918555
        2559        0.712        0.244        0.182   0.00936520   0.06594545   0.01916677
        2560        0.712        0.348        0.182   0.00825793   0.06429657   0.01916834
        2561        0.712        0.452        0.182   0.00685991   0.06225862   0.01918567
        2562        0.712        0.556        0.182   0.00516796   0.05984299   0.01921320
        2563        0.712        0.660        0.182   0.00317521   0.05706629   0.01924695
        2564        0.712        0.764        0.182   0.00087551   0.05394710   0.01928025
        2565        0.712        0.868        0.182  -0.00173598   0.05051460   0.01930841
        2566        0.712        0.972        0.182  -0.00465734   0.04680717   0.01932531
        2567        0.712        1.076        0.182  -0.00787266   0.04287934   0.01932906
        2568        0.712        1.180        0.182  -0.01134427   0.03880066   0.01931878
        2569        0.712        1.284        0.182  -0.01500677   0.03466006   0.01929718
        2570        0.712        1.388        0.182  -0.01875635   0.03056269   0.01927058
        2571        0.712        1.492        0.182  -0.02245339   0.02662315   0.01924832
        2572        0.712        1.596        0.182  -0.02592463   0.02294935   0.01923936
        2573        0.712        1.700        0.182  -0.02898031   0.01962413   0.01925106
        2574        0.712        1.804        0.182  -0.03143412   0.01667996   0.01928432
        2575        0.712        1.908        0.182  -0.03312917   0.01408222   0.01933254
        2576        0.712        2.012        0.182  -0.03396200   0.01172986   0.01938338
        2577        0.712        2.116        0.182  -0.03390221   0.00947448   0.01941931
        2578        0.712        2.220        0.182  -0.03300126   0.00715893   0.01942299
        2579        0.712        2.324        0.182  -0.03139205   0.00466247   0.01937635
        2580        0.712        2.428        0.182  -0.02926416   0.00193371   0.01926772
        2581        0.712        2.532        0.182  -0.02683549  -0.00099768   0.01909259
        2582        0.712        2.636        0.182  -0.02431046  -0.00403956   0.01885843
        2583        0.712        2.740        0.182  -0.02185692  -0.00706639   0.01858206
        2584        0.712        2.844        0.182  -0.01959606  -0.00994802   0.01828832
        2585        0.712        2.948        0.182  -0.01760473  -0.01256687   0.01800343
        2586        0.712        3.052        0.182  -0.01592798  -0.01482608   0.01775255
        2587        0.712        3.156        0.182  -0.01459236  -0.01665257   0.01755739
        2588        0.712        3.260        0.182  -0.01361208  -0.01799200   0.01743526
        2589        0.712        3.364        0.182  -0.01299580  -0.01880658   0.01739877
        2590        0.712        3.468        0.182  -0.01283479  -0.01862865   0.01746129
        2591        0.816       -0.068        0.182   0.01179313   0.06820178   0.01988203
        2592        0.816        0.036        0.182   0.01176704   0.06808633   0.01983836
        2593        0.816        0.140        0.182   0.01122096   0.06722931   0.01980437
        2594        0.816        0.244        0.182   0.01038390   0.06596554   0.01980285
        2595        0.816        0.348        0.182   0.00925568   0.06430112   0.01983075
        2596        0.816        0.452        0.182   0.00782901   0.06224101   0.01988254
        2597        0.816        0.556        0.182   0.00609529   0.05979233   0.01995103
        2598        0.816        0.660        0.182   0.00404310   0.05696743   0.02003047
        2599        0.816        0.764        0.182   0.00165771   0.05378150   0.02011274
        2600        0.816        0.868        0.182  -0.00107682   0.05025904   0.02019030
        2601        0.816        0.972        0.182  -0.00417283   0.04643403   0.02025491
        2602        0.816        1.076        0.182  -0.00763083   0.04235935   0.02030079
        2603        0.816        1.180        0.182  -0.01143031   0.03810665   0.02032461
        2604        0.816        1.284        0.182  -0.01551528   0.03377565   0.02032753
        2605        0.816        1.388        0.182  -0.01978397   0.02949123   0.02031581
        2606        0.816        1.492        0.182  -0.02408202   0.02539892   0.02030106
        2607        0.816        1.596        0.182  -0.02820636   0.02164688   0.02029557
        2608        0.816        1.700        0.182  -0.03192388   0.01835724   0.02030913
        2609        0.816        1.804        0.182  -0.03499878   0.01559057   0.02034326
        2610        0.816        1.908        0.182  -0.03722476   0.01331085   0.02038731
        2611        0.816        2.012        0.182  -0.03845692   0.01137725   0.02042373
        2612        0.816        2.116        0.182  -0.03863865   0.00956004   0.02043005
        2613        0.816        2.220        0.182  -0.03781208   0.00760790   0.02038824
        2614        0.816        2.324        0.182  -0.03612691   0.00532526   0.02028407
        2615        0.816        2.428        0.182  -0.03381937   0.00263421   0.02010701
        2616        0.816        2.532        0.182  -0.03116141  -0.00041240   0.01985590
        2617        0.816        2.636        0.182  -0.02841045  -0.00366756   0.01954039
        2618        0.816        2.740        0.182  -0.02576278  -0.00694651   0.01918191
        2619        0.816        2.844        0.182  -0.02334992  -0.01007418   0.01881008
        2620        0.816        2.948        0.182  -0.02124750  -0.01290821   0.01845620
        2621        0.816        3.052        0.182  -0.01949589  -0.01534236   0.01814798
        2622        0.816        3.156        0.182  -0.01811368  -0.01730059   0.01790873
        2623        0.816        3.260        0.182  -0.01711034  -0.01873120   0.01775607
        2624        0.816        3.364        0.182  -0.01649068  -0.01960016   0.01770300
        2625        0.816        3.468        0.182  -0.01632587  -0.01944262   0.01777147
        2626        0.920       -0.068        0.182   0.01299690   0.06822092   0.02054289
        2627        0.920        0.036        0.182   0.01296762   0.06809622   0.02049654
        2628        0.920        0.140        0.182   0.01241002   0.06723068   0.02047222
        2629        0.920        0.244        0.182   0.01156067   0.06595642   0.02049102
        2630        0.920        0.348        0.182   0.01041688   0.06427808   0.02054970
        2631        0.920        0.452        0.182   0.00896822   0.06219706   0.02064155
        2632        0.920        0.556        0.182   0.00720379   0.05971610   0.02075858
        2633        0.920        0.660        0.182   0.00510788   0.05684282   0.02089255
        2634        0.920        0.764        0.182   0.00265801   0.05358674   0.02103327
        2635        0.920        0.868        0.182  -0.00017271   0.04996628   0.02117105
        2636        0.920        0.972        0.182  -0.00341133   0.04601007   0.02129463
        2637        0.920        1.076        0.182  -0.00708029   0.04176500   0.02139432
        2638        0.920        1.180        0.182  -0.01118052   0.03730199   0.02146279
        2639        0.920        1.284        0.182  -0.01567549   0.03272682   0.02149917
        2640        0.920        1.388        0.182  -0.02047045   0.02818359   0.02150899
        2641        0.920        1.492        0.182  -0.02540052   0.02385530   0.02150704
        2642        0.920        1.596        0.182  -0.03023018   0.01994285   0.02151061
        2643        0.920        1.700        0.182  -0.03467516   0.01662969   0.02153502
        2644        0.920        1.804        0.182  -0.03844137   0.01402646   0.02158094
        2645        0.920        1.908        0.182  -0.04127093   0.01211578   0.02163179
        2646        0.920        2.012        0.182  -0.04297394   0.01071208   0.02165567
        2647        0.920        2.116        0.182  -0.04345102   0.00947897   0.02162366
        2648        0.920        2.220        0.182  -0.04273216   0.00801287   0.02151473
        2649        0.920        2.324        0.182  -0.04097912   0.00599649   0.02132101
        2650        0.920        2.428        0.182  -0.03847433   0.00331133   0.02104692
        2651        0.920        2.532        0.182  -0.03557637   0.00007281   0.02069286
        2652        0.920        2.636        0.182  -0.03259864  -0.00347976   0.02027349
        2653        0.920        2.740        0.182  -0.02977075  -0.00707224   0.01981502
        2654        0.920        2.844        0.182  -0.02722685  -0.01047915   0.01935218
        2655        0.920        2.948        0.182  -0.02503527  -0.01353975   0.01892083
        2656        0.920        3.052        0.182  -0.02322656  -0.01614611   0.01855050
        2657        0.920        3.156        0.182  -0.02181234  -0.01822841   0.01826455
        2658        0.920        3.260        0.182  -0.02079643  -0.01974300   0.01808027
        2659        0.920        3.364        0.182  -0.02017863  -0.02066135   0.01800994
        2660        0.920        3.468        0.182  -0.02001975  -0.02052221   0.01808388
        2661        1.024       -0.068        0.182   0.01435705   0.06819181   0.02123362
        2662        1.024        0.036        0.182   0.01431960   0.06805152   0.02118362
        2663        1.024        0.140        0.182   0.01375130   0.06717796   0.02117053
        2664        1.024        0.244        0.182   0.01289153   0.06589517   0.02121305
        2665        1.024        0.348        0.182   0.01173569   0.06420448   0.02130723
        2666        1.024        0.452        0.182   0.01027378   0.06210506   0.02144528
        2667        1.024        0.556        0.182   0.00849225   0.05959493   0.02161829
        2668        1.024        0.660        0.182   0.00637239   0.05667525   0.02181548
        2669        1.024        0.764        0.182   0.00388619   0.05334918   0.02202474
        2670        1.024        0.868        0.182   0.00099870   0.04962814   0.02223374
        2671        1.024        0.972        0.182  -0.00233454   0.04553285   0.02242785
        2672        1.024        1.076        0.182  -0.00615814   0.04110137   0.02259319
        2673        1.024        1.180        0.182  -0.01050087   0.03639789   0.02271856
        2674        1.024        1.284        0.182  -0.01535496   0.03152723   0.02279885
        2675        1.024        1.388        0.182  -0.02064414   0.02664783   0.02283850
        2676        1.024        1.492        0.182  -0.02619863   0.02197912   0.02285520
        2677        1.024        1.596        0.182  -0.03174233   0.01779098   0.02287609
        2678        1.024        1.700        0.182  -0.03692974   0.01435179   0.02292632
        2679        1.024        1.804        0.182  -0.04140403   0.01185290   0.02301084
        2680        1.024        1.908        0.182  -0.04487118   0.01031873   0.02309325
        2681        1.024        2.012        0.182  -0.04710416   0.00955178   0.02312086
        2682        1.024        2.116        0.182  -0.04797243   0.00906483   0.02303518
        2683        1.024        2.220        0.182  -0.04740920   0.00824462   0.02282647
        2684        1.024        2.324        0.182  -0.04559534   0.00653558   0.02250800
        2685        1.024        2.428        0.182  -0.04292279   0.00380712   0.02208967
        2686        1.024        2.532        0.182  -0.03979885   0.00025100   0.02159745
        2687        1.024        2.636        0.182  -0.03664666  -0.00368629   0.02104435
        2688        1.024        2.740        0.182  -0.03369908  -0.00762771   0.02046458
        2689        1.024        2.844        0.182  -0.03108158  -0.01130890   0.01989840
        2690        1.024        2.948        0.182  -0.02884701  -0.01456931   0.01938284
        2691        1.024        3.052        0.182  -0.02701620  -0.01731551   0.01894717
        2692        1.024        3.156        0.182  -0.02559513  -0.01949217   0.01861322
        2693        1.024        3.260        0.182  -0.02458261  -0.02106831   0.01839723
        2694        1.024        3.364        0.182  -0.02397697  -0.02202370   0.01830958
        2695        1.024        3.468        0.182  -0.02382188  -0.02190184   0.01838946
        2696        1.128       -0.068        0.182   0.01585863   0.06808009   0.02193399
        2697        1.128        0.036        0.182   0.01581609   0.06792532   0.02188114
        2698        1.128        0.140        0.182   0.01523634   0.06704444   0.02188076
        2699        1.128        0.244        0.182   0.01436728   0.06575411   0.02194921
        2700        1.128        0.348        0.182   0.01320396   0.06405456   0.02208308
        2701        1.128        0.452        0.182   0.01173675   0.06194010   0.02227316
        2702        1.128        0.556        0.182   0.00995086   0.05940415   0.02250830
        2703        1.128        0.660        0.182   0.00782668   0.05644173   0.02277634
        2704        1.128        0.764        0.182   0.00533529   0.05305016   0.02306326
        2705        1.128        0.868        0.182   0.00243481   0.04923209   0.02335350
        2706        1.128        0.972        0.182  -0.00093143   0.04499830   0.02362942
        2707        1.128        1.076        0.182  -0.00483045   0.04037579   0.02387298
        2708        1.128        1.180        0.182  -0.00932327   0.03541616   0.02406848
        2709        1.128        1.284        0.182  -0.01444306   0.03021405   0.02420457
        2710        1.128        1.388        0.182  -0.02014405   0.02492899   0.02428257
        2711        1.128        1.492        0.182  -0.02625858   0.01981354   0.02432364
        2712        1.128        1.596        0.182  -0.03247514   0.01520303   0.02436615
        2713        1.128        1.700        0.182  -0.03833772   0.01149646   0.02446600
        2714        1.128        1.804        0.182  -0.04343039   0.00898564   0.02462876
        2715        1.128        1.908        0.182  -0.04745418   0.00775707   0.02481719
        2716        1.128        2.012        0.182  -0.05028012   0.00760601   0.02487357
        2717        1.128        2.116        0.182  -0.05162160   0.00809747   0.02472109
        2718        1.128        2.220        0.182  -0.05137414   0.00809386   0.02436478
        2719        1.128        2.324        0.182  -0.04961993   0.00681121   0.02384862
        2720        1.128        2.428        0.182  -0.04671105   0.00378804   0.02324915
        2721        1.128        2.532        0.182  -0.04349671  -0.00022074   0.02256401
        2722        1.128        2.636        0.182  -0.04030463  -0.00459232   0.02183711
        2723        1.128        2.740        0.182  -0.03736472  -0.00883949   0.02111276
        2724        1.128        2.844        0.182  -0.03476959  -0.01272003   0.02043266
        2725        1.128        2.948        0.182  -0.03256381  -0.01610069   0.01982894
        2726        1.128        3.052        0.182  -0.03076317  -0.01891648   0.01932687
        2727        1.128        3.156        0.182  -0.02937091  -0.02113338   0.01894540
        2728        1.128        3.260        0.182  -0.02838591  -0.02273272   0.01869814
        2729        1.128        3.364        0.182  -0.02780489  -0.02370492   0.01859333
        2730        1.128        3.468        0.182  -0.02766733  -0.02360441   0.01867743
        2731        1.232       -0.068        0.182   0.01749499   0.06785164   0.02262278
        2732        1.232        0.036        0.182   0.01744556   0.06768710   0.02256757
        2733        1.232        0.140        0.182   0.01685537   0.06680116   0.02258124
        2734        1.232        0.244        0.182   0.01597789   0.06550503   0.02267826
        2735        1.232        0.348        0.182   0.01481033   0.06379811   0.02285503
        2736        1.232        0.452        0.182   0.01334299   0.06167201   0.02310103
        2737        1.232        0.556        0.182   0.01156250   0.05911508   0.02340374
        2738        1.232        0.660        0.182   0.00945012   0.05611661   0.02374873
        2739        1.232        0.764        0.182   0.00697765   0.05266528   0.02411923
        2740        1.232        0.868        0.182   0.00410423   0.04875705   0.02449758
        2741        1.232        0.972        0.182   0.00076903   0.04439295   0.02486335
        2742        1.232        1.076        0.182  -0.00311086   0.03958914   0.02519586
        2743        1.232        1.180        0.182  -0.00763151   0.03438056   0.02547373
        2744        1.232        1.284        0.182  -0.01287505   0.02884205   0.02567865
        2745        1.232        1.388        0.182  -0.01884643   0.02311938   0.02580568
        2746        1.232        1.492        0.182  -0.02540227   0.01747019   0.02587409
        2747        1.232        1.596        0.182  -0.03214884   0.01232229   0.02594499
        2748        1.232        1.700        0.182  -0.03858817   0.00814296   0.02608674
        2749        1.232        1.804        0.182  -0.04400388   0.00549541   0.02642961
        2750        1.232        1.908        0.182  -0.04825414   0.00444623   0.02679660
        2751        1.232        2.012        0.182  -0.05137437   0.00475070   0.02711878
        2752        1.232        2.116        0.182  -0.05363196   0.00588343   0.02700025
        2753        1.232        2.220        0.182  -0.05414308   0.00742437   0.02624308
        2754        1.232        2.324        0.182  -0.05205281   0.00610607   0.02543618
        2755        1.232        2.428        0.182  -0.04939021   0.00274621   0.02452647
        2756        1.232        2.532        0.182  -0.04632113  -0.00187650   0.02356547
        2757        1.232        2.636        0.182  -0.04336223  -0.00654169   0.02262288
        2758        1.232        2.740        0.182  -0.04061004  -0.01092478   0.02173761
        2759        1.232        2.844        0.182  -0.03816731  -0.01483901   0.02093888
        2760        1.232        2.948        0.182  -0.03608142  -0.01820411   0.02024741
        2761        1.232        3.052        0.182  -0.03437487  -0.02098398   0.01968125
        2762        1.232        3.156        0.182  -0.03305544  -0.02316345   0.01925461
        2763        1.232        3.260        0.182  -0.03212562  -0.02473692   0.01897859
        2764        1.232        3.364        0.182  -0.03158509  -0.02569952   0.01885770
        2765        1.232        3.468        0.182  -0.03145931  -0.02562080   0.01894509
        2766        1.336       -0.068        0.182   0.01924684   0.06748038   0.02327694
        2767        1.336        0.036        0.182   0.01919378   0.06730817   0.02322119
        2768        1.336        0.140        0.182   0.01859336   0.06641724   0.02324983
        2769        1.336        0.244        0.182   0.01770973   0.06511717   0.02337698
        2770        1.336        0.348        0.182   0.01653966   0.06340476   0.02359853
        2771        1.336        0.452        0.182   0.01507457   0.06126930   0.02390243
        2772        1.336        0.556        0.182   0.01330381   0.05869559   0.02427548
        2773        1.336        0.660        0.182   0.01121056   0.05566619   0.02470069
        2774        1.336        0.764        0.182   0.00877094   0.05216233   0.02515778
        2775        1.336        0.868        0.182   0.00595111   0.04817115   0.02562607
        2776        1.336        0.972        0.182   0.00269843   0.04368755   0.02608436
        2777        1.336        1.076        0.182  -0.00107198   0.03872221   0.02651022
        2778        1.336        1.180        0.182  -0.00548321   0.03329697   0.02687817
        2779        1.336        1.284        0.182  -0.01067389   0.02746248   0.02716442
        2780        1.336        1.388        0.182  -0.01672446   0.02132850   0.02735210
        2781        1.336        1.492        0.182  -0.02351017   0.01515377   0.02745403
        2782        1.336        1.596        0.182  -0.03066731   0.00934742   0.02753064
        2783        1.336        1.700        0.182  -0.03719723   0.00477072   0.02777952
        2784        1.336        1.804        0.182  -0.04273556   0.00173064   0.02818367
        2785        1.336        1.908        0.182  -0.04640062   0.00080078   0.02922337
        2786        1.336        2.012        0.182  -0.04868467   0.00150076   0.02996906
        2787        1.336        2.116        0.182  -0.05067523   0.00261424   0.03002048
        2788        1.336        2.220        0.182  -0.05231810   0.00392694   0.02937836
        2789        1.336        2.324        0.182  -0.05248016   0.00385585   0.02730147
        2790        1.336        2.428        0.182  -0.05046117  -0.00040824   0.02582164
        2791        1.336        2.532        0.182  -0.04814801  -0.00518741   0.02453104
        2792        1.336        2.636        0.182  -0.04570432  -0.00979014   0.02335931
        2793        1.336        2.740        0.182  -0.04334562  -0.01399162   0.02231507
        2794        1.336        2.844        0.182  -0.04119440  -0.01770354   0.02140245
        2795        1.336        2.948        0.182  -0.03932646  -0.02087927   0.02062908
        2796        1.336        3.052        0.182  -0.03778161  -0.02349838   0.02000463
        2797        1.336        3.156        0.182  -0.03658102  -0.02555480   0.01953714
        2798        1.336        3.260        0.182  -0.03573611  -0.02704646   0.01923475
        2799        1.336        3.364        0.182  -0.03525058  -0.02796991   0.01909981
        2800        1.336        3.468        0.182  -0.03513740  -0.02791304   0.01918853
        2801        1.440       -0.068        0.182   0.02110760   0.06694190   0.02387886
        2802        1.440        0.036        0.182   0.02104409   0.06675958   0.02382105
        2803        1.440        0.140        0.182   0.02043409   0.06586497   0.02386498
        2804        1.440        0.244        0.182   0.01954433   0.06456109   0.02402179
        2805        1.440        0.348        0.182   0.01837285   0.06284360   0.02428739
        2806        1.440        0.452        0.182   0.01691172   0.06069965   0.02464951
        2807        1.440        0.556        0.182   0.01514962   0.05811015   0.02509221
        2808        1.440        0.660        0.182   0.01307356   0.05505312   0.02559672
        2809        1.440        0.764        0.182   0.01066552   0.05150112   0.02613915
        2810        1.440        0.868        0.182   0.00790247   0.04743137   0.02669457
        2811        1.440        0.972        0.182   0.00474913   0.04283269   0.02723887
        2812        1.440        1.076        0.182   0.00114299   0.03772038   0.02775015
        2813        1.440        1.180        0.182  -0.00303558   0.03212597   0.02820778
        2814        1.440        1.284        0.182  -0.00798763   0.02607672   0.02857829
        2815        1.440        1.388        0.182  -0.01388251   0.01964391   0.02884069
        2816        1.440        1.492        0.182  -0.02072536   0.01301039   0.02898600
        2817        1.440        1.596        0.182  -0.02783243   0.00680110   0.02908047
        2818        1.440        1.700        0.182  -0.03458240   0.00153109   0.02930294
        2819        1.440        1.804        0.182  -0.03844295  -0.00082272   0.03035498
        2820        1.440        1.908        0.182  -0.04065191  -0.00144526   0.03107566
        2821        1.440        2.012        0.182  -0.04297604  -0.00214691   0.03134721
        2822        1.440        2.116        0.182  -0.04590299  -0.00250726   0.03126199
        2823        1.440        2.220        0.182  -0.04878933  -0.00239278   0.03065255
        2824        1.440        2.324        0.182  -0.05053013  -0.00212111   0.02898486
        2825        1.440        2.428        0.182  -0.05032932  -0.00609971   0.02692434
        2826        1.440        2.532        0.182  -0.04905735  -0.01028456   0.02536082
        2827        1.440        2.636        0.182  -0.04737199  -0.01427461   0.02400282
        2828        1.440        2.740        0.182  -0.04556511  -0.01794259   0.02282392
        2829        1.440        2.844        0.182  -0.04382384  -0.02121186   0.02181357
        2830        1.440        2.948        0.182  -0.04225886  -0.02403163   0.02096929
        2831        1.440        3.052        0.182  -0.04093672  -0.02637580   0.02029402
        2832        1.440        3.156        0.182  -0.03989701  -0.02823107   0.01979138
        2833        1.440        3.260        0.182  -0.03916363  -0.02959129   0.01946598
        2834        1.440        3.364        0.182  -0.03874834  -0.03044883   0.01931841
        2835        1.440        3.468        0.182  -0.03864877  -0.03042123   0.01940479
        2836        1.544       -0.068        0.182   0.02304408   0.06620565   0.02440437
        2837        1.544        0.036        0.182   0.02297574   0.06601859   0.02434654
        2838        1.544        0.140        0.182   0.02235683   0.06511992   0.02440428
        2839        1.544        0.244        0.182   0.02146279   0.06381122   0.02458919
        2840        1.544        0.348        0.182   0.02029085   0.06208571   0.02489585
        2841        1.544        0.452        0.182   0.01883357   0.05993002   0.02531229
        2842        1.544        0.556        0.182   0.01707846   0.05732258   0.02582116
        2843        1.544        0.660        0.182   0.01501328   0.05423700   0.02640113
        2844        1.544        0.764        0.182   0.01262207   0.05063832   0.02702402
        2845        1.544        0.868        0.182   0.00989160   0.04649127   0.02765843
        2846        1.544        0.972        0.182   0.00680681   0.04177022   0.02827264
        2847        1.544        1.076        0.182   0.00334095   0.03649169   0.02884289
        2848        1.544        1.180        0.182  -0.00056367   0.03073890   0.02936097
        2849        1.544        1.284        0.182  -0.00509522   0.02459727   0.02982698
        2850        1.544        1.388        0.182  -0.01065441   0.01800389   0.03013502
        2851        1.544        1.492        0.182  -0.01733436   0.01111035   0.03030993
        2852        1.544        1.596        0.182  -0.02478996   0.00430269   0.03045892
        2853        1.544        1.700        0.182  -0.02982897  -0.00002294   0.03092613
        2854        1.544        1.804        0.182  -0.03218226  -0.00191006   0.03149483
        2855        1.544        1.908        0.182  -0.03490471  -0.00372884   0.03204795
        2856        1.544        2.012        0.182  -0.03768970  -0.00595396   0.03236219
        2857        1.544        2.116        0.182  -0.04129837  -0.00879290   0.03194006
        2858        1.544        2.220        0.182  -0.04568084  -0.00993620   0.03108018
        2859        1.544        2.324        0.182  -0.04849017  -0.01134284   0.02981022
        2860        1.544        2.428        0.182  -0.04958892  -0.01355386   0.02765178
        2861        1.544        2.532        0.182  -0.04938619  -0.01652340   0.02600154
        2862        1.544        2.636        0.182  -0.04852070  -0.01953618   0.02452716
        2863        1.544        2.740        0.182  -0.04734487  -0.02244710   0.02325373
        2864        1.544        2.844        0.182  -0.04608285  -0.02511968   0.02216777
        2865        1.544        2.948        0.182  -0.04487923  -0.02747653   0.02126636
        2866        1.544        3.052        0.182  -0.04382354  -0.02946964   0.02054960
        2867        1.544        3.156        0.182  -0.04297605  -0.03107184   0.02001764
        2868        1.544        3.260        0.182  -0.04237548  -0.03226750   0.01967275
        2869        1.544        3.364        0.182  -0.04204207  -0.03304173   0.01951403
        2870        1.544        3.468        0.182  -0.04195676  -0.03303359   0.01959471
        2871        1.648       -0.068        0.182   0.02503358   0.06526333   0.02483872
        2872        1.648        0.036        0.182   0.02496384   0.06507236   0.02477956
        2873        1.648        0.140        0.182   0.02433708   0.06416869   0.02484918
        2874        1.648        0.244        0.182   0.02344094   0.06284977   0.02505753
        2875        1.648        0.348        0.182   0.02227090   0.06110880   0.02539942
        2876        1.648        0.452        0.182   0.02081943   0.05893160   0.02586259
        2877        1.648        0.556        0.182   0.01907138   0.05629606   0.02642931
