        Node       x [um]       y [um]       z [um]       u [um]       v [um]       w [um]
        8426        0.920        2.532        0.702  -0.01765445  -0.01050627   0.01231307
        8427        0.920        2.636        0.702  -0.01604141  -0.01345717   0.01193369
        8428        0.920        2.740        0.702  -0.01474152  -0.01641924   0.01149963
        8429        0.920        2.844        0.702  -0.01362879  -0.01925796   0.01110094
        8430        0.920        2.948        0.702  -0.01266157  -0.02182556   0.01076594
        8431        0.920        3.052        0.702  -0.01183004  -0.02402041   0.01050368
        8432        0.920        3.156        0.702  -0.01113791  -0.02578404   0.01031489
        8433        0.920        3.260        0.702  -0.01059406  -0.02708280   0.01019813
        8434        0.920        3.364        0.702  -0.01020699  -0.02789806   0.01015182
        8435        0.920        3.468        0.702  -0.01001718  -0.02782708   0.01017807
        8436        1.024       -0.068        0.702   0.01117683   0.06686131   0.01496484
        8437        1.024        0.036        0.702   0.01115854   0.06672121   0.01493443
        8438        1.024        0.140        0.702   0.01063049   0.06583595   0.01486168
        8439        1.024        0.244        0.702   0.00982635   0.06452872   0.01477876
        8440        1.024        0.348        0.702   0.00875358   0.06280146   0.01468329
        8441        1.024        0.452        0.702   0.00741943   0.06065522   0.01457297
        8442        1.024        0.556        0.702   0.00583046   0.05809161   0.01444220
        8443        1.024        0.660        0.702   0.00398940   0.05512171   0.01428490
        8444        1.024        0.764        0.702   0.00189188   0.05175973   0.01409283
        8445        1.024        0.868        0.702  -0.00047982   0.04803255   0.01385778
        8446        1.024        0.972        0.702  -0.00316141   0.04397555   0.01357023
        8447        1.024        1.076        0.702  -0.00620928   0.03963552   0.01321899
        8448        1.024        1.180        0.702  -0.00969079   0.03507392   0.01279367
        8449        1.024        1.284        0.702  -0.01366088   0.03037659   0.01228523
        8450        1.024        1.388        0.702  -0.01811759   0.02566722   0.01169504
        8451        1.024        1.492        0.702  -0.02294648   0.02112218   0.01104260
        8452        1.024        1.596        0.702  -0.02788418   0.01695781   0.01037352
        8453        1.024        1.700        0.702  -0.03251291   0.01338669   0.00975811
        8454        1.024        1.804        0.702  -0.03625483   0.01054629   0.00930125
        8455        1.024        1.908        0.702  -0.03845961   0.00837427   0.00912332
        8456        1.024        2.012        0.702  -0.03846615   0.00660176   0.00934346
        8457        1.024        2.116        0.702  -0.03678546   0.00421074   0.00988394
        8458        1.024        2.220        0.702  -0.03366001   0.00044434   0.01073022
        8459        1.024        2.324        0.702  -0.02798811  -0.00322516   0.01225527
        8460        1.024        2.428        0.702  -0.02442301  -0.00664325   0.01271873
        8461        1.024        2.532        0.702  -0.02222474  -0.00979653   0.01248618
        8462        1.024        2.636        0.702  -0.02060658  -0.01315744   0.01201655
        8463        1.024        2.740        0.702  -0.01927459  -0.01654440   0.01155228
        8464        1.024        2.844        0.702  -0.01811253  -0.01970409   0.01114475
        8465        1.024        2.948        0.702  -0.01709426  -0.02249078   0.01080973
        8466        1.024        3.052        0.702  -0.01622034  -0.02483039   0.01054953
        8467        1.024        3.156        0.702  -0.01550052  -0.02668644   0.01036297
        8468        1.024        3.260        0.702  -0.01494361  -0.02804211   0.01024776
        8469        1.024        3.364        0.702  -0.01455856  -0.02889028   0.01020229
        8470        1.024        3.468        0.702  -0.01438095  -0.02884768   0.01022995
        8471        1.128       -0.068        0.702   0.01224539   0.06685056   0.01537683
        8472        1.128        0.036        0.702   0.01221569   0.06669544   0.01534368
        8473        1.128        0.140        0.702   0.01166270   0.06580085   0.01527765
        8474        1.128        0.244        0.702   0.01082261   0.06448341   0.01520883
        8475        1.128        0.348        0.702   0.00970422   0.06274153   0.01513461
        8476        1.128        0.452        0.702   0.00831601   0.06057142   0.01505170
        8477        1.128        0.556        0.702   0.00666900   0.05797027   0.01495317
        8478        1.128        0.660        0.702   0.00477026   0.05494211   0.01483126
        8479        1.128        0.764        0.702   0.00262021   0.05149757   0.01467636
        8480        1.128        0.868        0.702   0.00020351   0.04766035   0.01447779
        8481        1.128        0.972        0.702  -0.00252077   0.04346382   0.01422332
        8482        1.128        1.076        0.702  -0.00562878   0.03895552   0.01389753
        8483        1.128        1.180        0.702  -0.00923113   0.03419739   0.01348328
        8484        1.128        1.284        0.702  -0.01344781   0.02927548   0.01296216
        8485        1.128        1.388        0.702  -0.01835233   0.02432195   0.01232371
        8486        1.128        1.492        0.702  -0.02387660   0.01955047   0.01157873
        8487        1.128        1.596        0.702  -0.02974772   0.01526254   0.01076897
        8488        1.128        1.700        0.702  -0.03551607   0.01176676   0.00996504
        8489        1.128        1.804        0.702  -0.04059653   0.00927638   0.00925162
        8490        1.128        1.908        0.702  -0.04408268   0.00786423   0.00881265
        8491        1.128        2.012        0.702  -0.04540328   0.00692953   0.00876000
        8492        1.128        2.116        0.702  -0.04273834   0.00656290   0.00950574
        8493        1.128        2.220        0.702  -0.04002985   0.00350198   0.01011434
        8494        1.128        2.324        0.702  -0.03368161  -0.00127303   0.01198264
        8495        1.128        2.428        0.702  -0.02984051  -0.00456985   0.01239185
        8496        1.128        2.532        0.702  -0.02741375  -0.00873323   0.01217307
        8497        1.128        2.636        0.702  -0.02562560  -0.01304273   0.01179577
        8498        1.128        2.740        0.702  -0.02412769  -0.01700493   0.01141015
        8499        1.128        2.844        0.702  -0.02283357  -0.02049454   0.01106494
        8500        1.128        2.948        0.702  -0.02171542  -0.02346747   0.01077478
        8501        1.128        3.052        0.702  -0.02077173  -0.02590932   0.01054551
        8502        1.128        3.156        0.702  -0.02000760  -0.02782211   0.01037904
        8503        1.128        3.260        0.702  -0.01943003  -0.02921039   0.01027638
        8504        1.128        3.364        0.702  -0.01904456  -0.03007779   0.01023714
        8505        1.128        3.468        0.702  -0.01888561  -0.03005716   0.01026418
        8506        1.232       -0.068        0.702   0.01345163   0.06675285   0.01578184
        8507        1.232        0.036        0.702   0.01340541   0.06658260   0.01574735
        8508        1.232        0.140        0.702   0.01282625   0.06568102   0.01568982
        8509        1.232        0.244        0.702   0.01194771   0.06435638   0.01563787
        8510        1.232        0.348        0.702   0.01077893   0.06260326   0.01558829
        8511        1.232        0.452        0.702   0.00933157   0.06041266   0.01553696
        8512        1.232        0.556        0.702   0.00761890   0.05777505   0.01547560
        8513        1.232        0.660        0.702   0.00565471   0.05468559   0.01539513
        8514        1.232        0.764        0.702   0.00344781   0.05114587   0.01528297
        8515        1.232        0.868        0.702   0.00099537   0.04717268   0.01512607
        8516        1.232        0.972        0.702  -0.00173782   0.04279819   0.01491000
        8517        1.232        1.076        0.702  -0.00483640   0.03807204   0.01461644
        8518        1.232        1.180        0.702  -0.00845177   0.03305921   0.01422284
        8519        1.232        1.284        0.702  -0.01277372   0.02785225   0.01370388
        8520        1.232        1.388        0.702  -0.01796982   0.02258805   0.01303707
        8521        1.232        1.492        0.702  -0.02407551   0.01749425   0.01221417
        8522        1.232        1.596        0.702  -0.03075139   0.01300811   0.01128853
        8523        1.232        1.700        0.702  -0.03744692   0.00960190   0.01032604
        8524        1.232        1.804        0.702  -0.04378550   0.00741145   0.00937666
        8525        1.232        1.908        0.702  -0.04921427   0.00648379   0.00841365
        8526        1.232        2.012        0.702  -0.05155327   0.00717312   0.00803300
        8527        1.232        2.116        0.702  -0.05086089   0.00720862   0.00821180
        8528        1.232        2.220        0.702  -0.04628575   0.00649220   0.00927251
        8529        1.232        2.324        0.702  -0.04012737   0.00429061   0.01057635
        8530        1.232        2.428        0.702  -0.03576742  -0.00221024   0.01133530
        8531        1.232        2.532        0.702  -0.03302223  -0.00853189   0.01142993
        8532        1.232        2.636        0.702  -0.03088334  -0.01375548   0.01130652
        8533        1.232        2.740        0.702  -0.02912243  -0.01813158   0.01110392
        8534        1.232        2.844        0.702  -0.02764143  -0.02180112   0.01088321
        8535        1.232        2.948        0.702  -0.02639655  -0.02483986   0.01067653
        8536        1.232        3.052        0.702  -0.02537025  -0.02729632   0.01050272
        8537        1.232        3.156        0.702  -0.02455775  -0.02920506   0.01037152
        8538        1.232        3.260        0.702  -0.02395860  -0.03058626   0.01029025
        8539        1.232        3.364        0.702  -0.02357374  -0.03145307   0.01026199
        8540        1.232        3.468        0.702  -0.02343006  -0.03145981   0.01028927
        8541        1.336       -0.068        0.702   0.01478833   0.06654300   0.01616930
        8542        1.336        0.036        0.702   0.01472718   0.06635636   0.01613284
        8543        1.336        0.140        0.702   0.01412005   0.06545028   0.01608462
        8544        1.336        0.244        0.702   0.01320190   0.06412265   0.01605168
        8545        1.336        0.348        0.702   0.01198064   0.06236265   0.01603031
        8546        1.336        0.452        0.702   0.01046725   0.06015719   0.01601468
        8547        1.336        0.556        0.702   0.00867659   0.05748752   0.01599579
        8548        1.336        0.660        0.702   0.00662753   0.05433631   0.01596167
        8549        1.336        0.764        0.702   0.00433999   0.05068849   0.01589604
        8550        1.336        0.868        0.702   0.00182904   0.04654578   0.01578246
        8551        1.336        0.972        0.702  -0.00091753   0.04193423   0.01560293
        8552        1.336        1.076        0.702  -0.00397592   0.03690580   0.01533738
        8553        1.336        1.180        0.702  -0.00752607   0.03153598   0.01496116
        8554        1.336        1.284        0.702  -0.01184208   0.02592332   0.01444658
        8555        1.336        1.388        0.702  -0.01716545   0.02025176   0.01376606
        8556        1.336        1.492        0.702  -0.02361879   0.01476299   0.01290497
        8557        1.336        1.596        0.702  -0.03109190   0.00983551   0.01186082
        8558        1.336        1.700        0.702  -0.03819827   0.00662591   0.01083295
        8559        1.336        1.804        0.702  -0.04457990   0.00526980   0.00978645
        8560        1.336        1.908        0.702  -0.05117530   0.00463003   0.00850265
        8561        1.336        2.012        0.702  -0.05688514   0.00517764   0.00741821
        8562        1.336        2.116        0.702  -0.05852605   0.00629800   0.00684788
        8563        1.336        2.220        0.702  -0.05266583   0.00530146   0.00794825
        8564        1.336        2.324        0.702  -0.04575021   0.00388722   0.00933605
        8565        1.336        2.428        0.702  -0.04175634  -0.00419447   0.01004973
        8566        1.336        2.532        0.702  -0.03853728  -0.01063373   0.01050902
        8567        1.336        2.636        0.702  -0.03603021  -0.01587868   0.01070014
        8568        1.336        2.740        0.702  -0.03400673  -0.02016501   0.01072148
        8569        1.336        2.844        0.702  -0.03234845  -0.02371171   0.01065388
        8570        1.336        2.948        0.702  -0.03099077  -0.02663000   0.01054948
        8571        1.336        3.052        0.702  -0.02989647  -0.02898356   0.01044289
        8572        1.336        3.156        0.702  -0.02904775  -0.03081226   0.01035525
        8573        1.336        3.260        0.702  -0.02843687  -0.03214113   0.01030029
        8574        1.336        3.364        0.702  -0.02805908  -0.03298440   0.01028533
        8575        1.336        3.468        0.702  -0.02793137  -0.03300747   0.01031155
        8576        1.440       -0.068        0.702   0.01625442   0.06619066   0.01652416
        8577        1.440        0.036        0.702   0.01617814   0.06599076   0.01648594
        8578        1.440        0.140        0.702   0.01554420   0.06508315   0.01644795
        8579        1.440        0.244        0.702   0.01458757   0.06375559   0.01643537
        8580        1.440        0.348        0.702   0.01331251   0.06199417   0.01644383
        8581        1.440        0.452        0.702   0.01172841   0.05978033   0.01646733
        8582        1.440        0.556        0.702   0.00984669   0.05708653   0.01649489
        8583        1.440        0.660        0.702   0.00768661   0.05388071   0.01651199
        8584        1.440        0.764        0.702   0.00527380   0.05012091   0.01649712
        8585        1.440        0.868        0.702   0.00264098   0.04577496   0.01642515
        8586        1.440        0.972        0.702  -0.00019042   0.04084304   0.01627051
        8587        1.440        1.076        0.702  -0.00325200   0.03538304   0.01601255
        8588        1.440        1.180        0.702  -0.00674258   0.02947361   0.01562626
        8589        1.440        1.284        0.702  -0.01104141   0.02322654   0.01507551
        8590        1.440        1.388        0.702  -0.01657986   0.01681977   0.01434936
        8591        1.440        1.492        0.702  -0.02327541   0.01083582   0.01344678
        8592        1.440        1.596        0.702  -0.03108558   0.00558866   0.01233983
        8593        1.440        1.700        0.702  -0.03922555   0.00180454   0.01112908
        8594        1.440        1.804        0.702  -0.04507931   0.00101729   0.01010366
        8595        1.440        1.908        0.702  -0.05056918   0.00127429   0.00888636
        8596        1.440        2.012        0.702  -0.05774978   0.00041506   0.00744333
        8597        1.440        2.116        0.702  -0.06036021   0.00111028   0.00643310
        8598        1.440        2.220        0.702  -0.05664814  -0.00236083   0.00699462
        8599        1.440        2.324        0.702  -0.05133996  -0.00719725   0.00799393
        8600        1.440        2.428        0.702  -0.04680526  -0.01078698   0.00900563
        8601        1.440        2.532        0.702  -0.04338124  -0.01529661   0.00973070
        8602        1.440        2.636        0.702  -0.04067905  -0.01941471   0.01016613
        8603        1.440        2.740        0.702  -0.03851446  -0.02304070   0.01037730
        8604        1.440        2.844        0.702  -0.03676590  -0.02615041   0.01044570
        8605        1.440        2.948        0.702  -0.03535574  -0.02876493   0.01043568
        8606        1.440        3.052        0.702  -0.03423580  -0.03090331   0.01039320
        8607        1.440        3.156        0.702  -0.03338111  -0.03258414   0.01034773
        8608        1.440        3.260        0.702  -0.03277752  -0.03381948   0.01031901
        8609        1.440        3.364        0.702  -0.03241715  -0.03461742   0.01031761
        8610        1.440        3.468        0.702  -0.03230042  -0.03465506   0.01034353
        8611        1.544       -0.068        0.702   0.01784436   0.06567151   0.01683307
        8612        1.544        0.036        0.702   0.01775377   0.06546159   0.01679285
        8613        1.544        0.140        0.702   0.01709528   0.06455452   0.01676514
        8614        1.544        0.244        0.702   0.01610382   0.06322878   0.01677292
        8615        1.544        0.348        0.702   0.01477925   0.06146826   0.01681143
        8616        1.544        0.452        0.702   0.01312511   0.05925192   0.01687450
        8617        1.544        0.556        0.702   0.01114526   0.05654511   0.01695103
        8618        1.544        0.660        0.702   0.00885236   0.05330121   0.01702437
        8619        1.544        0.764        0.702   0.00626535   0.04944805   0.01706593
        8620        1.544        0.868        0.702   0.00341846   0.04489355   0.01703639
        8621        1.544        0.972        0.702   0.00035689   0.03955690   0.01688876
        8622        1.544        1.076        0.702  -0.00289238   0.03345731   0.01659200
        8623        1.544        1.180        0.702  -0.00642544   0.02676246   0.01613865
        8624        1.544        1.284        0.702  -0.01085799   0.01948278   0.01547328
        8625        1.544        1.388        0.702  -0.01692193   0.01184681   0.01453239
        8626        1.544        1.492        0.702  -0.02493062   0.00442598   0.01344312
        8627        1.544        1.596        0.702  -0.03383142  -0.00172616   0.01217351
        8628        1.544        1.700        0.702  -0.04076105  -0.00457719   0.01114103
        8629        1.544        1.804        0.702  -0.04560950  -0.00443389   0.01033205
        8630        1.544        1.908        0.702  -0.05076985  -0.00472014   0.00934904
        8631        1.544        2.012        0.702  -0.05543141  -0.00580419   0.00813381
        8632        1.544        2.116        0.702  -0.05790929  -0.01078400   0.00717415
        8633        1.544        2.220        0.702  -0.05714794  -0.01503592   0.00687168
        8634        1.544        2.324        0.702  -0.05407632  -0.01781191   0.00744316
        8635        1.544        2.428        0.702  -0.05028258  -0.01889133   0.00848726
        8636        1.544        2.532        0.702  -0.04711312  -0.02097107   0.00931750
        8637        1.544        2.636        0.702  -0.04454295  -0.02365345   0.00985393
        8638        1.544        2.740        0.702  -0.04245182  -0.02636104   0.01016618
        8639        1.544        2.844        0.702  -0.04075213  -0.02887193   0.01031885
        8640        1.544        2.948        0.702  -0.03938182  -0.03107646   0.01037402
        8641        1.544        3.052        0.702  -0.03829938  -0.03293186   0.01037909
        8642        1.544        3.156        0.702  -0.03747961  -0.03442036   0.01036684
        8643        1.544        3.260        0.702  -0.03690856  -0.03553621   0.01035931
        8644        1.544        3.364        0.702  -0.03657790  -0.03627531   0.01036929
        8645        1.544        3.468        0.702  -0.03647682  -0.03632074   0.01039290
        8646        1.648       -0.068        0.702   0.01953834   0.06496195   0.01707875
        8647        1.648        0.036        0.702   0.01944384   0.06475191   0.01704036
        8648        1.648        0.140        0.702   0.01876475   0.06384439   0.01702220
        8649        1.648        0.244        0.702   0.01774574   0.06251809   0.01704798
        8650        1.648        0.348        0.702   0.01638178   0.06075619   0.01711369
        8651        1.648        0.452        0.702   0.01466925   0.05853803   0.01721375
        8652        1.648        0.556        0.702   0.01260162   0.05582629   0.01733832
        8653        1.648        0.660        0.702   0.01017541   0.05256575   0.01746976
        8654        1.648        0.764        0.702   0.00738899   0.04866405   0.01757541
        8655        1.648        0.868        0.702   0.00425110   0.04396711   0.01760050
        8656        1.648        0.972        0.702   0.00078576   0.03823772   0.01746005
        8657        1.648        1.076        0.702  -0.00295193   0.03127676   0.01705911
        8658        1.648        1.180        0.702  -0.00697743   0.02324664   0.01640324
        8659        1.648        1.284        0.702  -0.01169497   0.01457575   0.01553164
        8660        1.648        1.388        0.702  -0.01930530   0.00453238   0.01417590
        8661        1.648        1.492        0.702  -0.02929315  -0.00500319   0.01266367
        8662        1.648        1.596        0.702  -0.03847052  -0.01108931   0.01148155
        8663        1.648        1.700        0.702  -0.04294815  -0.01151452   0.01087800
        8664        1.648        1.804        0.702  -0.04674549  -0.01067821   0.01044003
        8665        1.648        1.908        0.702  -0.05027700  -0.01028493   0.00985808
        8666        1.648        2.012        0.702  -0.05347710  -0.01210516   0.00911286
        8667        1.648        2.116        0.702  -0.05543745  -0.01718168   0.00833618
        8668        1.648        2.220        0.702  -0.05570495  -0.02149655   0.00785316
        8669        1.648        2.324        0.702  -0.05430150  -0.02377406   0.00800724
        8670        1.648        2.428        0.702  -0.05201360  -0.02464151   0.00868441
        8671        1.648        2.532        0.702  -0.04964335  -0.02589050   0.00933723
        8672        1.648        2.636        0.702  -0.04753445  -0.02760599   0.00982679
        8673        1.648        2.740        0.702  -0.04573704  -0.02958014   0.01013644
        8674        1.648        2.844        0.702  -0.04423502  -0.03154123   0.01030904
        8675        1.648        2.948        0.702  -0.04300491  -0.03334537   0.01038965
        8676        1.648        3.052        0.702  -0.04202667  -0.03491281   0.01041890
        8677        1.648        3.156        0.702  -0.04128654  -0.03620307   0.01042567
        8678        1.648        3.260        0.702  -0.04077536  -0.03719328   0.01043118
        8679        1.648        3.364        0.702  -0.04048826  -0.03786991   0.01044786
        8680        1.648        3.468        0.702  -0.04040172  -0.03792031   0.01047050
        8681        1.752       -0.068        0.702   0.02132549   0.06405979   0.01725354
        8682        1.752        0.036        0.702   0.02123011   0.06384949   0.01721663
        8683        1.752        0.140        0.702   0.02053668   0.06293896   0.01720603
        8684        1.752        0.244        0.702   0.01950064   0.06160568   0.01724545
        8685        1.752        0.348        0.702   0.01811434   0.05983446   0.01733225
        8686        1.752        0.452        0.702   0.01636704   0.05760474   0.01746216
        8687        1.752        0.556        0.702   0.01424261   0.05488167   0.01762675
        8688        1.752        0.660        0.702   0.01172075   0.05161379   0.01781082
        8689        1.752        0.764        0.702   0.00876847   0.04770756   0.01798249
        8690        1.752        0.868        0.702   0.00534437   0.04299379   0.01808220
        8691        1.752        0.972        0.702   0.00141114   0.03713179   0.01799709
        8692        1.752        1.076        0.702  -0.00307227   0.02943124   0.01752155
        8693        1.752        1.180        0.702  -0.00805638   0.01944520   0.01643540
        8694        1.752        1.284        0.702  -0.01414302   0.00791391   0.01505465
        8695        1.752        1.388        0.702  -0.02285760  -0.00448875   0.01319716
        8696        1.752        1.492        0.702  -0.03353246  -0.01485711   0.01148393
        8697        1.752        1.596        0.702  -0.03927486  -0.01723495   0.01088669
        8698        1.752        1.700        0.702  -0.04365274  -0.01653454   0.01062853
        8699        1.752        1.804        0.702  -0.04695007  -0.01485371   0.01051047
        8700        1.752        1.908        0.702  -0.04973617  -0.01412198   0.01035214
        8701        1.752        2.012        0.702  -0.05198211  -0.01552235   0.01006783
        8702        1.752        2.116        0.702  -0.05345450  -0.01813689   0.00972438
        8703        1.752        2.220        0.702  -0.05407404  -0.02225912   0.00929830
        8704        1.752        2.324        0.702  -0.05373399  -0.02537857   0.00914899
        8705        1.752        2.428        0.702  -0.05263330  -0.02750924   0.00935666
        8706        1.752        2.532        0.702  -0.05122676  -0.02906496   0.00972694
        8707        1.752        2.636        0.702  -0.04976781  -0.03062530   0.01005177
        8708        1.752        2.740        0.702  -0.04841334  -0.03224638   0.01028177
        8709        1.752        2.844        0.702  -0.04722111  -0.03385466   0.01041967
        8710        1.752        2.948        0.702  -0.04621263  -0.03535735   0.01048998
        8711        1.752        3.052        0.702  -0.04539531  -0.03668986   0.01051970
        8712        1.752        3.156        0.702  -0.04477216  -0.03780958   0.01053076
        8713        1.752        3.260        0.702  -0.04434352  -0.03868885   0.01054040
        8714        1.752        3.364        0.702  -0.04411131  -0.03930947   0.01055897
        8715        1.752        3.468        0.702  -0.04403698  -0.03936254   0.01058186
        8716        1.856       -0.068        0.702   0.02317728   0.06295979   0.01735018
        8717        1.856        0.036        0.702   0.02308373   0.06275739   0.01731346
        8718        1.856        0.140        0.702   0.02238196   0.06183912   0.01730675
        8719        1.856        0.244        0.702   0.02134179   0.06048869   0.01735354
        8720        1.856        0.348        0.702   0.01995394   0.05869187   0.01745174
        8721        1.856        0.452        0.702   0.01820630   0.05642851   0.01759833
        8722        1.856        0.556        0.702   0.01607630   0.05366826   0.01778719
        8723        1.856        0.660        0.702   0.01353244   0.05036678   0.01800586
        8724        1.856        0.764        0.702   0.01052004   0.04644973   0.01822728
        8725        1.856        0.868        0.702   0.00695323   0.04177660   0.01839803
        8726        1.856        0.972        0.702   0.00271159   0.03608663   0.01841700
        8727        1.856        1.076        0.702  -0.00230140   0.02866924   0.01806439
        8728        1.856        1.180        0.702  -0.00846588   0.01722815   0.01675103
        8729        1.856        1.284        0.702  -0.01484935   0.00277226   0.01464513
        8730        1.856        1.388        0.702  -0.02439302  -0.01328547   0.01207906
        8731        1.856        1.492        0.702  -0.03073212  -0.01855731   0.01103481
        8732        1.856        1.596        0.702  -0.03715423  -0.01993011   0.01054802
        8733        1.856        1.700        0.702  -0.04238011  -0.01831888   0.01051118
        8734        1.856        1.804        0.702  -0.04639973  -0.01616529   0.01066605
        8735        1.856        1.908        0.702  -0.04914806  -0.01521588   0.01082407
        8736        1.856        2.012        0.702  -0.05097015  -0.01615967   0.01085456
        8737        1.856        2.116        0.702  -0.05217321  -0.01890751   0.01088802
        8738        1.856        2.220        0.702  -0.05287365  -0.02184905   0.01037758
        8739        1.856        2.324        0.702  -0.05309175  -0.02530627   0.01017696
        8740        1.856        2.428        0.702  -0.05287563  -0.02837591   0.01020567
        8741        1.856        2.532        0.702  -0.05227418  -0.03070192   0.01030252
        8742        1.856        2.636        0.702  -0.05146849  -0.03253513   0.01044269
        8743        1.856        2.740        0.702  -0.05060228  -0.03414501   0.01055768
        8744        1.856        2.844        0.702  -0.04977081  -0.03561538   0.01063051
        8745        1.856        2.948        0.702  -0.04902953  -0.03695269   0.01066602
        8746        1.856        3.052        0.702  -0.04840947  -0.03813457   0.01067853
        8747        1.856        3.156        0.702  -0.04793025  -0.03913505   0.01068123
        8748        1.856        3.260        0.702  -0.04760241  -0.03993294   0.01068676
        8749        1.856        3.364        0.702  -0.04743390  -0.04051225   0.01070297
        8750        1.856        3.468        0.702  -0.04737426  -0.04057215   0.01072532
        8751        1.960       -0.068        0.702   0.02506047   0.06168595   0.01736613
        8752        1.960        0.036        0.702   0.02496596   0.06148944   0.01732680
        8753        1.960        0.140        0.702   0.02426137   0.06055915   0.01731945
        8754        1.960        0.244        0.702   0.02322857   0.05918081   0.01736512
        8755        1.960        0.348        0.702   0.02186026   0.05733921   0.01746273
        8756        1.960        0.452        0.702   0.02014570   0.05501314   0.01760878
        8757        1.960        0.556        0.702   0.01806580   0.05217164   0.01779823
        8758        1.960        0.660        0.702   0.01559009   0.04877448   0.01801966
        8759        1.960        0.764        0.702   0.01266589   0.04475666   0.01824900
        8760        1.960        0.868        0.702   0.00920325   0.04002416   0.01844062
        8761        1.960        0.972        0.702   0.00507281   0.03433775   0.01850091
        8762        1.960        1.076        0.702   0.00009114   0.02753797   0.01828949
        8763        1.960        1.180        0.702  -0.00545843   0.01797224   0.01736043
        8764        1.960        1.284        0.702  -0.01140420   0.00025883   0.01452636
        8765        1.960        1.388        0.702  -0.01832327  -0.01375271   0.01210640
        8766        1.960        1.492        0.702  -0.02554310  -0.01934616   0.01087877
        8767        1.960        1.596        0.702  -0.03344342  -0.01972368   0.01038333
        8768        1.960        1.700        0.702  -0.04097483  -0.01708921   0.01045293
        8769        1.960        1.804        0.702  -0.04618441  -0.01436378   0.01083909
        8770        1.960        1.908        0.702  -0.04898580  -0.01336698   0.01127452
        8771        1.960        2.012        0.702  -0.05041927  -0.01484977   0.01152033
        8772        1.960        2.116        0.702  -0.05139563  -0.01780193   0.01156234
        8773        1.960        2.220        0.702  -0.05214513  -0.02150768   0.01129060
        8774        1.960        2.324        0.702  -0.05277730  -0.02491925   0.01111941
        8775        1.960        2.428        0.702  -0.05311932  -0.02840360   0.01098218
        8776        1.960        2.532        0.702  -0.05313030  -0.03131049   0.01090700
        8777        1.960        2.636        0.702  -0.05286330  -0.03350206   0.01089745
        8778        1.960        2.740        0.702  -0.05244600  -0.03525934   0.01090514
        8779        1.960        2.844        0.702  -0.05197052  -0.03674796   0.01090677
        8780        1.960        2.948        0.702  -0.05150593  -0.03804148   0.01089776
        8781        1.960        3.052        0.702  -0.05109618  -0.03916071   0.01088339
        8782        1.960        3.156        0.702  -0.05077197  -0.04010272   0.01087030
        8783        1.960        3.260        0.702  -0.05055341  -0.04085789   0.01086636
        8784        1.960        3.364        0.702  -0.05045255  -0.04141530   0.01087733
        8785        1.960        3.468        0.702  -0.05040676  -0.04148035   0.01090017
        8786        2.064       -0.068        0.702   0.02692719   0.06026505   0.01729933
        8787        2.064        0.036        0.702   0.02683203   0.06007908   0.01725802
        8788        2.064        0.140        0.702   0.02612793   0.05913344   0.01724514
        8789        2.064        0.244        0.702   0.02510854   0.05771825   0.01728122
        8790        2.064        0.348        0.702   0.02377093   0.05581535   0.01736434
        8791        2.064        0.452        0.702   0.02211061   0.05339913   0.01749080
        8792        2.064        0.556        0.702   0.02011850   0.05043454   0.01765330
        8793        2.064        0.660        0.702   0.01777998   0.04687056   0.01783888
        8794        2.064        0.764        0.702   0.01506886   0.04263362   0.01802123
        8795        2.064        0.868        0.702   0.01193935   0.03760091   0.01814864
        8796        2.064        0.972        0.702   0.00832672   0.03157996   0.01812810
        8797        2.064        1.076        0.702   0.00427047   0.02392803   0.01773632
        8798        2.064        1.180        0.702  -0.00015416   0.01314723   0.01650348
        8799        2.064        1.284        0.702  -0.00462378  -0.00050140   0.01446868
        8800        2.064        1.388        0.702  -0.01057770  -0.01189491   0.01236423
        8801        2.064        1.492        0.702  -0.01844293  -0.01855810   0.01083231
        8802        2.064        1.596        0.702  -0.03054525  -0.01723537   0.01025459
        8803        2.064        1.700        0.702  -0.04133356  -0.01300132   0.01034027
        8804        2.064        1.804        0.702  -0.04775882  -0.00943704   0.01096887
        8805        2.064        1.908        0.702  -0.04978073  -0.00897357   0.01173666
        8806        2.064        2.012        0.702  -0.05006673  -0.01101986   0.01222039
        8807        2.064        2.116        0.702  -0.05064717  -0.01495845   0.01223034
        8808        2.064        2.220        0.702  -0.05189962  -0.01957732   0.01224733
        8809        2.064        2.324        0.702  -0.05279282  -0.02384147   0.01197071
        8810        2.064        2.428        0.702  -0.05356660  -0.02814717   0.01160573
        8811        2.064        2.532        0.702  -0.05397331  -0.03127398   0.01144658
        8812        2.064        2.636        0.702  -0.05411241  -0.03372984   0.01134455
        8813        2.064        2.740        0.702  -0.05406275  -0.03566534   0.01127373
        8814        2.064        2.844        0.702  -0.05390397  -0.03725570   0.01121493
        8815        2.064        2.948        0.702  -0.05369799  -0.03859562   0.01116282
        8816        2.064        3.052        0.702  -0.05349222  -0.03972919   0.01111919
        8817        2.064        3.156        0.702  -0.05332173  -0.04067142   0.01108741
        8818        2.064        3.260        0.702  -0.05321176  -0.04142318   0.01107163
        8819        2.064        3.364        0.702  -0.05317790  -0.04198104   0.01107616
        8820        2.064        3.468        0.702  -0.05313766  -0.04205499   0.01110072
        8821        2.168       -0.068        0.702   0.02872758   0.05874587   0.01715520
