        Node       x [um]       y [um]       z [um]       u [um]       v [um]       w [um]
          31       -0.016        3.052       -0.026   0.12674428  -0.12184569   0.04209074
          32       -0.016        3.156       -0.026   0.12650775  -0.12609948   0.04185776
          33       -0.016        3.260       -0.026   0.12648652  -0.12933492   0.04176800
          34       -0.016        3.364       -0.026   0.12675392  -0.13155813   0.04186125
          35       -0.016        3.468       -0.026   0.12747160  -0.13293942   0.04219455
          36        0.088       -0.068       -0.026   0.05868033   0.05015963   0.01559892
          37        0.088        0.036       -0.026   0.05879800   0.04965590   0.01562792
          38        0.088        0.140       -0.026   0.05938781   0.04877747   0.01581538
          39        0.088        0.244       -0.026   0.06047304   0.04747395   0.01620036
          40        0.088        0.348       -0.026   0.06202931   0.04575599   0.01677048
          41        0.088        0.452       -0.026   0.06402649   0.04362988   0.01751772
          42        0.088        0.556       -0.026   0.06644236   0.04110772   0.01843570
          43        0.088        0.660       -0.026   0.06924828   0.03819203   0.01952055
          44        0.088        0.764       -0.026   0.07241672   0.03489986   0.02076223
          45        0.088        0.868       -0.026   0.07591605   0.03123509   0.02215347
          46        0.088        0.972       -0.026   0.07970637   0.02719770   0.02367957
          47        0.088        1.076       -0.026   0.08374001   0.02277555   0.02532499
          48        0.088        1.180       -0.026   0.08795999   0.01795337   0.02706816
          49        0.088        1.284       -0.026   0.09230370   0.01269344   0.02888201
          50        0.088        1.388       -0.026   0.09670632   0.00695866   0.03073918
          51        0.088        1.492       -0.026   0.10108736   0.00070803   0.03260284
          52        0.088        1.596       -0.026   0.10536321  -0.00609571   0.03443305
          53        0.088        1.700       -0.026   0.10944435  -0.01347739   0.03618821
          54        0.088        1.804       -0.026   0.11323876  -0.02144388   0.03781859
          55        0.088        1.908       -0.026   0.11665717  -0.02995948   0.03928063
          56        0.088        2.012       -0.026   0.11962034  -0.03895523   0.04053497
          57        0.088        2.116       -0.026   0.12207121  -0.04832279   0.04155557
          58        0.088        2.220       -0.026   0.12398522  -0.05790927   0.04232467
          59        0.088        2.324       -0.026   0.12536916  -0.06754916   0.04284148
          60        0.088        2.428       -0.026   0.12626065  -0.07703820   0.04311857
          61        0.088        2.532       -0.026   0.12671803  -0.08618341   0.04317989
          62        0.088        2.636       -0.026   0.12682267  -0.09479933   0.04306367
          63        0.088        2.740       -0.026   0.12666043  -0.10272769   0.04281610
          64        0.088        2.844       -0.026   0.12633544  -0.10984368   0.04248973
          65        0.088        2.948       -0.026   0.12594815  -0.11605560   0.04213953
          66        0.088        3.052       -0.026   0.12560133  -0.12129942   0.04182387
          67        0.088        3.156       -0.026   0.12538426  -0.12553960   0.04159479
          68        0.088        3.260       -0.026   0.12536611  -0.12875839   0.04150265
          69        0.088        3.364       -0.026   0.12564255  -0.13097807   0.04160076
          70        0.088        3.468       -0.026   0.12606932  -0.13209079   0.04178748
          71        0.192       -0.068       -0.026   0.05751513   0.05024891   0.01566793
          72        0.192        0.036       -0.026   0.05763432   0.04974917   0.01569977
          73        0.192        0.140       -0.026   0.05823168   0.04889305   0.01589789
          74        0.192        0.244       -0.026   0.05930572   0.04759085   0.01628501
          75        0.192        0.348       -0.026   0.06084292   0.04586617   0.01685619
          76        0.192        0.452       -0.026   0.06281451   0.04373222   0.01760501
          77        0.192        0.556       -0.026   0.06519854   0.04120085   0.01852533
          78        0.192        0.660       -0.026   0.06796538   0.03827830   0.01961239
          79        0.192        0.764       -0.026   0.07108890   0.03498319   0.02085822
          80        0.192        0.868       -0.026   0.07453235   0.03132296   0.02225511
          81        0.192        0.972       -0.026   0.07825893   0.02730179   0.02378951
          82        0.192        1.076       -0.026   0.08222112   0.02290505   0.02544373
          83        0.192        1.180       -0.026   0.08636337   0.01811934   0.02719623
          84        0.192        1.284       -0.026   0.09062749   0.01290999   0.02902156
          85        0.192        1.388       -0.026   0.09494907   0.00723988   0.03089072
          86        0.192        1.492       -0.026   0.09925562   0.00107051   0.03276769
          87        0.192        1.596       -0.026   0.10346248  -0.00564290   0.03461177
          88        0.192        1.700       -0.026   0.10748668  -0.01293170   0.03637924
          89        0.192        1.804       -0.026   0.11123183  -0.02080976   0.03802045
          90        0.192        1.908       -0.026   0.11460911  -0.02924925   0.03949207
          91        0.192        2.012       -0.026   0.11753380  -0.03819393   0.04075145
          92        0.192        2.116       -0.026   0.11995107  -0.04753678   0.04176876
          93        0.192        2.220       -0.026   0.12182830  -0.05712463   0.04252717
          94        0.192        2.324       -0.026   0.12317648  -0.06678122   0.04302563
          95        0.192        2.428       -0.026   0.12403059  -0.07629802   0.04327646
          96        0.192        2.532       -0.026   0.12445306  -0.08547275   0.04330708
          97        0.192        2.636       -0.026   0.12453192  -0.09411431   0.04315670
          98        0.192        2.740       -0.026   0.12435825  -0.10206035   0.04287334
          99        0.192        2.844       -0.026   0.12403022  -0.10918781   0.04251187
         100        0.192        2.948       -0.026   0.12364980  -0.11540299   0.04213031
         101        0.192        3.052       -0.026   0.12330703  -0.12064647   0.04178690
         102        0.192        3.156       -0.026   0.12308822  -0.12487831   0.04153305
         103        0.192        3.260       -0.026   0.12305689  -0.12808105   0.04141937
         104        0.192        3.364       -0.026   0.12326030  -0.13023665   0.04147323
         105        0.192        3.468       -0.026   0.12365505  -0.13131515   0.04166011
         106        0.296       -0.068       -0.026   0.05569773   0.05055281   0.01585840
         107        0.296        0.036       -0.026   0.05582837   0.05008390   0.01589596
         108        0.296        0.140       -0.026   0.05642206   0.04922570   0.01609705
         109        0.296        0.244       -0.026   0.05748422   0.04791892   0.01648978
         110        0.296        0.348       -0.026   0.05899872   0.04618040   0.01706700
         111        0.296        0.452       -0.026   0.06093879   0.04403118   0.01782418
         112        0.296        0.556       -0.026   0.06328316   0.04148409   0.01875487
         113        0.296        0.660       -0.026   0.06600238   0.03854881   0.01985503
         114        0.296        0.764       -0.026   0.06906877   0.03524757   0.02111806
         115        0.296        0.868       -0.026   0.07244440   0.03159346   0.02253557
         116        0.296        0.972       -0.026   0.07608810   0.02759434   0.02409342
         117        0.296        1.076       -0.026   0.07995563   0.02323807   0.02577424
         118        0.296        1.180       -0.026   0.08399469   0.01851503   0.02755647
         119        0.296        1.284       -0.026   0.08815317   0.01339279   0.02941512
         120        0.296        1.388       -0.026   0.09236884   0.00783476   0.03132048
         121        0.296        1.492       -0.026   0.09657649   0.00179666   0.03323597
         122        0.296        1.596       -0.026   0.10069915  -0.00476961   0.03511954
         123        0.296        1.700       -0.026   0.10465380  -0.01191288   0.03692547
         124        0.296        1.804       -0.026   0.10834601  -0.01965682   0.03860310
         125        0.296        1.908       -0.026   0.11167917  -0.02799504   0.04010376
         126        0.296        2.012       -0.026   0.11456288  -0.03688383   0.04138057
         127        0.296        2.116       -0.026   0.11693325  -0.04622315   0.04240010
         128        0.296        2.220       -0.026   0.11875688  -0.05585187   0.04314313
         129        0.296        2.324       -0.026   0.12004166  -0.06558247   0.04360960
         130        0.296        2.428       -0.026   0.12082943  -0.07519238   0.04381260
         131        0.296        2.532       -0.026   0.12119069  -0.08446282   0.04378238
         132        0.296        2.636       -0.026   0.12121910  -0.09318904   0.04356444
         133        0.296        2.740       -0.026   0.12101273  -0.10120062   0.04321125
         134        0.296        2.844       -0.026   0.12066535  -0.10837384   0.04278158
         135        0.296        2.948       -0.026   0.12027455  -0.11461718   0.04233748
         136        0.296        3.052       -0.026   0.11992541  -0.11987470   0.04193936
         137        0.296        3.156       -0.026   0.11969483  -0.12411019   0.04163935
         138        0.296        3.260       -0.026   0.11964432  -0.12730371   0.04148762
         139        0.296        3.364       -0.026   0.11982694  -0.12944854   0.04151904
         140        0.296        3.468       -0.026   0.12018535  -0.13051643   0.04168851
         141        0.400       -0.068       -0.026   0.05325590   0.05109266   0.01616355
         142        0.400        0.036       -0.026   0.05339676   0.05066658   0.01620618
         143        0.400        0.140       -0.026   0.05398613   0.04980009   0.01640898
         144        0.400        0.244       -0.026   0.05502954   0.04847686   0.01680818
         145        0.400        0.348       -0.026   0.05651462   0.04671522   0.01739641
         146        0.400        0.452       -0.026   0.05841348   0.04453476   0.01816707
         147        0.400        0.556       -0.026   0.06071110   0.04195675   0.01911758
         148        0.400        0.660       -0.026   0.06337501   0.03899497   0.02024281
         149        0.400        0.764       -0.026   0.06637425   0.03567877   0.02153618
         150        0.400        0.868       -0.026   0.06966709   0.03202281   0.02298779
         151        0.400        0.972       -0.026   0.07320969   0.02804407   0.02458305
         152        0.400        1.076       -0.026   0.07696033   0.02373721   0.02630638
         153        0.400        1.180       -0.026   0.08086763   0.01909649   0.02813569
         154        0.400        1.284       -0.026   0.08488802   0.01409129   0.03004660
         155        0.400        1.388       -0.026   0.08896495   0.00868616   0.03200737
         156        0.400        1.492       -0.026   0.09304212   0.00283119   0.03398197
         157        0.400        1.596       -0.026   0.09705286  -0.00352992   0.03592753
         158        0.400        1.700       -0.026   0.10091922  -0.01046780   0.03779587
         159        0.400        1.804       -0.026   0.10454488  -0.01802613   0.03953260
         160        0.400        1.908       -0.026   0.10782630  -0.02622731   0.04108070
         161        0.400        2.012       -0.026   0.11066237  -0.03504349   0.04238789
         162        0.400        2.116       -0.026   0.11297424  -0.04438824   0.04341336
         163        0.400        2.220       -0.026   0.11472291  -0.05409265   0.04413478
         164        0.400        2.324       -0.026   0.11591613  -0.06395340   0.04455105
         165        0.400        2.428       -0.026   0.11660670  -0.07371964   0.04468118
         166        0.400        2.532       -0.026   0.11688302  -0.08314563   0.04456131
         167        0.400        2.636       -0.026   0.11684048  -0.09200780   0.04424167
         168        0.400        2.740       -0.026   0.11658403  -0.10012826   0.04378394
         169        0.400        2.844       -0.026   0.11620950  -0.10737773   0.04325422
         170        0.400        2.948       -0.026   0.11580344  -0.11367242   0.04271874
         171        0.400        3.052       -0.026   0.11544512  -0.11895997   0.04224149
         172        0.400        3.156       -0.026   0.11520468  -0.12320965   0.04187786
         173        0.400        3.260       -0.026   0.11514509  -0.12640888   0.04168035
         174        0.400        3.364       -0.026   0.11531620  -0.12855498   0.04168818
         175        0.400        3.468       -0.026   0.11565264  -0.12964243   0.04184206
         176        0.504       -0.068       -0.026   0.05021376   0.05192037   0.01658904
         177        0.504        0.036       -0.026   0.05036489   0.05150647   0.01662819
         178        0.504        0.140       -0.026   0.05094735   0.05062142   0.01683253
         179        0.504        0.244       -0.026   0.05196966   0.04926924   0.01723985
         180        0.504        0.348       -0.026   0.05341953   0.04746882   0.01784220
         181        0.504        0.452       -0.026   0.05527536   0.04524213   0.01863515
         182        0.504        0.556       -0.026   0.05751526   0.04261318   0.01961337
         183        0.504        0.660       -0.026   0.06011432   0.03960642   0.02077441
         184        0.504        0.764       -0.026   0.06303454   0.03625330   0.02210809
         185        0.504        0.868       -0.026   0.06622928   0.03258066   0.02360502
         186        0.504        0.972       -0.026   0.06965245   0.02861452   0.02525100
         187        0.504        1.076       -0.026   0.07326007   0.02435498   0.02702958
         188        0.504        1.180       -0.026   0.07700775   0.01980766   0.02892048
         189        0.504        1.284       -0.026   0.08085170   0.01494331   0.03089785
         190        0.504        1.388       -0.026   0.08474643   0.00972758   0.03293022
         191        0.504        1.492       -0.026   0.08864973   0.00410611   0.03498185
         192        0.504        1.596       -0.026   0.09250436  -0.00199430   0.03701013
         193        0.504        1.700       -0.026   0.09624923  -0.00865820   0.03896275
         194        0.504        1.804       -0.026   0.09978792  -0.01596672   0.04077955
         195        0.504        1.908       -0.026   0.10300878  -0.02397542   0.04239401
         196        0.504        2.012       -0.026   0.10578864  -0.03269051   0.04374297
         197        0.504        2.116       -0.026   0.10803000  -0.04203520   0.04477505
         198        0.504        2.220       -0.026   0.10967967  -0.05184554   0.04546334
         199        0.504        2.324       -0.026   0.11075331  -0.06188495   0.04580679
         200        0.504        2.428       -0.026   0.11131996  -0.07186731   0.04583327
         201        0.504        2.532       -0.026   0.11148699  -0.08150634   0.04558916
         202        0.504        2.636       -0.026   0.11136351  -0.09055323   0.04513508
         203        0.504        2.740       -0.026   0.11105332  -0.09882181   0.04453841
         204        0.504        2.844       -0.026   0.11065291  -0.10617868   0.04387826
         205        0.504        2.948       -0.026   0.11024005  -0.11254511   0.04322329
         206        0.504        3.052       -0.026   0.10988511  -0.11787911   0.04264649
         207        0.504        3.156       -0.026   0.10964704  -0.12215922   0.04220456
         208        0.504        3.260       -0.026   0.10958708  -0.12537760   0.04195242
         209        0.504        3.364       -0.026   0.10975129  -0.12753161   0.04193342
         210        0.504        3.468       -0.026   0.11008140  -0.12864758   0.04208422
         211        0.608       -0.068       -0.026   0.04659906   0.05305212   0.01712237
         212        0.608        0.036       -0.026   0.04676457   0.05263092   0.01715511
         213        0.608        0.140       -0.026   0.04733945   0.05171745   0.01736183
         214        0.608        0.244       -0.026   0.04834061   0.05032202   0.01777971
         215        0.608        0.348       -0.026   0.04975468   0.04846261   0.01840134
         216        0.608        0.452       -0.026   0.05155936   0.04616420   0.01922266
         217        0.608        0.556       -0.026   0.05374006   0.04345991   0.02023981
         218        0.608        0.660       -0.026   0.05626444   0.04037653   0.02144566
         219        0.608        0.764       -0.026   0.05909350   0.03695980   0.02283112
         220        0.608        0.868       -0.026   0.06217321   0.03324475   0.02438404
         221        0.608        0.972       -0.026   0.06545870   0.02926809   0.02609254
         222        0.608        1.076       -0.026   0.06890251   0.02504385   0.02793820
         223        0.608        1.180       -0.026   0.07245760   0.02058463   0.02990072
         224        0.608        1.284       -0.026   0.07608293   0.01587292   0.03195513
         225        0.608        1.388       -0.026   0.07974116   0.01087153   0.03407121
         226        0.608        1.492       -0.026   0.08340413   0.00552203   0.03621286
         227        0.608        1.596       -0.026   0.08704053  -0.00025667   0.03833664
         228        0.608        1.700       -0.026   0.09060842  -0.00657798   0.04038983
         229        0.608        1.804       -0.026   0.09402624  -0.01355854   0.04230521
         230        0.608        1.908       -0.026   0.09716973  -0.02130176   0.04400300
         231        0.608        2.012       -0.026   0.09988777  -0.02986306   0.04540309
         232        0.608        2.116       -0.026   0.10204750  -0.03919259   0.04644007
         233        0.608        2.220       -0.026   0.10357454  -0.04912772   0.04707678
         234        0.608        2.324       -0.026   0.10449615  -0.05938897   0.04731917
         235        0.608        2.428       -0.026   0.10490987  -0.06963991   0.04720586
         236        0.608        2.532       -0.026   0.10495093  -0.07954176   0.04679889
         237        0.608        2.636       -0.026   0.10474587  -0.08881751   0.04617463
         238        0.608        2.740       -0.026   0.10440032  -0.09726493   0.04541058
         239        0.608        2.844       -0.026   0.10399766  -0.10475534   0.04459308
         240        0.608        2.948       -0.026   0.10360324  -0.11121792   0.04379949
         241        0.608        3.052       -0.026   0.10327444  -0.11662092   0.04310593
         242        0.608        3.156       -0.026   0.10305996  -0.12095028   0.04257500
         243        0.608        3.260       -0.026   0.10301300  -0.12420013   0.04226184
         244        0.608        3.364       -0.026   0.10317256  -0.12637126   0.04221081
         245        0.608        3.468       -0.026   0.10346877  -0.12752046   0.04235041
         246        0.712       -0.068       -0.026   0.04245672   0.05448613   0.01775438
         247        0.712        0.036       -0.026   0.04263330   0.05405301   0.01778131
         248        0.712        0.140       -0.026   0.04320086   0.05310437   0.01799227
         249        0.712        0.244       -0.026   0.04417972   0.05164797   0.01842468
         250        0.712        0.348       -0.026   0.04555502   0.04970690   0.01907208
         251        0.712        0.452       -0.026   0.04731020   0.04731365   0.01993065
         252        0.712        0.556       -0.026   0.04942501   0.04450219   0.02099379
         253        0.712        0.660       -0.026   0.05186785   0.04130828   0.02225384
         254        0.712        0.764       -0.026   0.05459575   0.03778619   0.02369975
         255        0.712        0.868       -0.026   0.05755275   0.03398960   0.02531964
         256        0.712        0.972       -0.026   0.06069048   0.02996586   0.02709935
         257        0.712        1.076       -0.026   0.06395480   0.02574773   0.02902270
         258        0.712        1.180       -0.026   0.06728990   0.02135502   0.03106580
         259        0.712        1.284       -0.026   0.07064886   0.01678626   0.03320541
         260        0.712        1.388       -0.026   0.07399938   0.01200574   0.03541061
         261        0.712        1.492       -0.026   0.07733401   0.00695551   0.03764899
         262        0.712        1.596       -0.026   0.08065562   0.00154381   0.03987578
         263        0.712        1.700       -0.026   0.08396024  -0.00436431   0.04203964
         264        0.712        1.804       -0.026   0.08719579  -0.01092842   0.04406613
         265        0.712        1.908       -0.026   0.09023319  -0.01831389   0.04586086
         266        0.712        2.012       -0.026   0.09288485  -0.02664420   0.04732050
         267        0.712        2.116       -0.026   0.09495555  -0.03591975   0.04835540
         268        0.712        2.220       -0.026   0.09633985  -0.04597735   0.04891741
         269        0.712        2.324       -0.026   0.09707441  -0.05649288   0.04901947
         270        0.712        2.428       -0.026   0.09730788  -0.06705612   0.04872272
         271        0.712        2.532       -0.026   0.09722058  -0.07725962   0.04811139
         272        0.712        2.636       -0.026   0.09696022  -0.08679599   0.04728102
         273        0.712        2.740       -0.026   0.09662205  -0.09545114   0.04632294
         274        0.712        2.844       -0.026   0.09626684  -0.10310055   0.04532907
         275        0.712        2.948       -0.026   0.09593547  -0.10968505   0.04438278
         276        0.712        3.052       -0.026   0.09566812  -0.11518114   0.04356394
         277        0.712        3.156       -0.026   0.09550283  -0.11958002   0.04293661
         278        0.712        3.260       -0.026   0.09548338  -0.12287767   0.04255809
         279        0.712        3.364       -0.026   0.09564219  -0.12507341   0.04247275
         280        0.712        3.468       -0.026   0.09590808  -0.12621972   0.04259681
         281        0.816       -0.068       -0.026   0.03784110   0.05624854   0.01847648
         282        0.816        0.036       -0.026   0.03801840   0.05580147   0.01849873
         283        0.816        0.140       -0.026   0.03857623   0.05480769   0.01871664
         284        0.816        0.244       -0.026   0.03953023   0.05327788   0.01916966
         285        0.816        0.348       -0.026   0.04086563   0.05123545   0.01984878
         286        0.816        0.452       -0.026   0.04256836   0.04871333   0.02075086
         287        0.816        0.556       -0.026   0.04461522   0.04575640   0.02186877
         288        0.816        0.660       -0.026   0.04697379   0.04240710   0.02319172
         289        0.816        0.764       -0.026   0.04959711   0.03873123   0.02470740
         290        0.816        0.868       -0.026   0.05243325   0.03479965   0.02640338
         291        0.816        0.972       -0.026   0.05542418   0.03067565   0.02826475
         292        0.816        1.076       -0.026   0.05850090   0.02640988   0.03027472
         293        0.816        1.180       -0.026   0.06159836   0.02204095   0.03240778
         294        0.816        1.284       -0.026   0.06464868   0.01758048   0.03463852
         295        0.816        1.388       -0.026   0.06762152   0.01300375   0.03693610
         296        0.816        1.492       -0.026   0.07052128   0.00825035   0.03926866
         297        0.816        1.596       -0.026   0.07339089   0.00322673   0.04159553
         298        0.816        1.700       -0.026   0.07628894  -0.00221396   0.04386627
         299        0.816        1.804       -0.026   0.07922674  -0.00827339   0.04600523
         300        0.816        1.908       -0.026   0.08209855  -0.01518749   0.04790286
         301        0.816        2.012       -0.026   0.08466704  -0.02317924   0.04942545
         302        0.816        2.116       -0.026   0.08664254  -0.03232939   0.05044556
         303        0.816        2.220       -0.026   0.08786735  -0.04248610   0.05090188
         304        0.816        2.324       -0.026   0.08838632  -0.05327188   0.05081583
         305        0.816        2.428       -0.026   0.08843132  -0.06416527   0.05028462
         306        0.816        2.532       -0.026   0.08824753  -0.07469123   0.04942807
         307        0.816        2.636       -0.026   0.08799517  -0.08450443   0.04836351
         308        0.816        2.740       -0.026   0.08773903  -0.09338629   0.04719131
         309        0.816        2.844       -0.026   0.08750318  -0.10122235   0.04601158
         310        0.816        2.948       -0.026   0.08729616  -0.10795897   0.04490858
         311        0.816        3.052       -0.026   0.08714082  -0.11357918   0.04396439
         312        0.816        3.156       -0.026   0.08705954  -0.11806999   0.04324294
         313        0.816        3.260       -0.026   0.08708585  -0.12143148   0.04279941
         314        0.816        3.364       -0.026   0.08725152  -0.12366157   0.04267853
         315        0.816        3.468       -0.026   0.08748487  -0.12482564   0.04278230
         316        0.920       -0.068       -0.026   0.03277801   0.05833620   0.01927513
         317        0.920        0.036       -0.026   0.03296447   0.05789385   0.01930135
         318        0.920        0.140       -0.026   0.03351144   0.05684838   0.01952944
         319        0.920        0.244       -0.026   0.03443727   0.05523084   0.02000700
         320        0.920        0.348       -0.026   0.03572920   0.05306730   0.02072456
         321        0.920        0.452       -0.026   0.03737522   0.05038733   0.02167679
         322        0.920        0.556       -0.026   0.03935256   0.04724593   0.02285539
         323        0.920        0.660       -0.026   0.04162895   0.04369317   0.02424948
         324        0.920        0.764       -0.026   0.04415743   0.03980394   0.02584402
         325        0.920        0.868       -0.026   0.04688244   0.03566772   0.02762562
         326        0.920        0.972       -0.026   0.04974148   0.03136937   0.02957913
         327        0.920        1.076       -0.026   0.05264473   0.02698290   0.03168407
         328        0.920        1.180       -0.026   0.05550394   0.02256950   0.03391513
         329        0.920        1.284       -0.026   0.05822810   0.01816061   0.03624292
         330        0.920        1.388       -0.026   0.06076246   0.01373784   0.03863100
         331        0.920        1.492       -0.026   0.06311170   0.00924689   0.04104821
         332        0.920        1.596       -0.026   0.06535792   0.00459575   0.04345749
         333        0.920        1.700       -0.026   0.06763617  -0.00036356   0.04581199
         334        0.920        1.804       -0.026   0.07007339  -0.00584912   0.04804317
         335        0.920        1.908       -0.026   0.07263548  -0.01217137   0.05003106
         336        0.920        2.012       -0.026   0.07505815  -0.01968245   0.05160644
         337        0.920        2.116       -0.026   0.07691735  -0.02860167   0.05259158
         338        0.920        2.220       -0.026   0.07794167  -0.03880684   0.05289168
         339        0.920        2.324       -0.026   0.07824933  -0.04983281   0.05256684
         340        0.920        2.428       -0.026   0.07816924  -0.06104622   0.05176344
         341        0.920        2.532       -0.026   0.07799650  -0.07188917   0.05063516
         342        0.920        2.636       -0.026   0.07787634  -0.08198197   0.04932087
         343        0.920        2.740       -0.026   0.07781822  -0.09110708   0.04793109
         344        0.920        2.844       -0.026   0.07779737  -0.09915643   0.04656698
         345        0.920        2.948       -0.026   0.07778805  -0.10607781   0.04531582
         346        0.920        3.052       -0.026   0.07779393  -0.11185192   0.04425386
         347        0.920        3.156       -0.026   0.07783135  -0.11646353   0.04344466
         348        0.920        3.260       -0.026   0.07792776  -0.11990829   0.04294142
         349        0.920        3.364       -0.026   0.07811167  -0.12218408   0.04278821
         350        0.920        3.468       -0.026   0.07831749  -0.12335046   0.04287945
         351        1.024       -0.068       -0.026   0.02733543   0.06082391   0.02015122
         352        1.024        0.036       -0.026   0.02752037   0.06036059   0.02017814
         353        1.024        0.140       -0.026   0.02805647   0.05925398   0.02042056
         354        1.024        0.244       -0.026   0.02895295   0.05753790   0.02092769
         355        1.024        0.348       -0.026   0.03019995   0.05523477   0.02168880
         356        1.024        0.452       -0.026   0.03178766   0.05237459   0.02269886
         357        1.024        0.556       -0.026   0.03369583   0.04901111   0.02394514
         358        1.024        0.660       -0.026   0.03589427   0.04520025   0.02541730
         359        1.024        0.764       -0.026   0.03834075   0.04102980   0.02709950
         360        1.024        0.868       -0.026   0.04097635   0.03660514   0.02897487
         361        1.024        0.972       -0.026   0.04372856   0.03203749   0.03102871
         362        1.024        1.076       -0.026   0.04649270   0.02743306   0.03323918
         363        1.024        1.180       -0.026   0.04914878   0.02288458   0.03557570
         364        1.024        1.284       -0.026   0.05156830   0.01844348   0.03800341
         365        1.024        1.388       -0.026   0.05364755   0.01410231   0.04047974
         366        1.024        1.492       -0.026   0.05536586   0.00980597   0.04296560
         367        1.024        1.596       -0.026   0.05681591   0.00547198   0.04542522
         368        1.024        1.700       -0.026   0.05821139   0.00096038   0.04781874
         369        1.024        1.804       -0.026   0.05981758  -0.00394116   0.05008459
         370        1.024        1.908       -0.026   0.06175631  -0.00959426   0.05209747
         371        1.024        2.012       -0.026   0.06380288  -0.01649565   0.05366124
         372        1.024        2.116       -0.026   0.06541693  -0.02504799   0.05454953
         373        1.024        2.220       -0.026   0.06626245  -0.03519816   0.05466774
         374        1.024        2.324       -0.026   0.06645776  -0.04636243   0.05408484
         375        1.024        2.428       -0.026   0.06645214  -0.05783087   0.05300620
         376        1.024        2.532       -0.026   0.06651945  -0.06895166   0.05161155
         377        1.024        2.636       -0.026   0.06673133  -0.07931836   0.05005836
         378        1.024        2.740       -0.026   0.06701937  -0.08870052   0.04846577
         379        1.024        2.844       -0.026   0.06731521  -0.09698664   0.04693682
         380        1.024        2.948       -0.026   0.06757171  -0.10412353   0.04555481
         381        1.024        3.052       -0.026   0.06778391  -0.11007913   0.04439295
         382        1.024        3.156       -0.026   0.06796503  -0.11483517   0.04350932
         383        1.024        3.260       -0.026   0.06814340  -0.11838281   0.04295437
         384        1.024        3.364       -0.026   0.06835294  -0.12071257   0.04277399
         385        1.024        3.468       -0.026   0.06852958  -0.12189287   0.04284664
         386        1.128       -0.068       -0.026   0.02153484   0.06369522   0.02108690
         387        1.128        0.036       -0.026   0.02172391   0.06321594   0.02111767
         388        1.128        0.140       -0.026   0.02225299   0.06204228   0.02137618
         389        1.128        0.244       -0.026   0.02312424   0.06022147   0.02191752
         390        1.128        0.348       -0.026   0.02433257   0.05777155   0.02272972
         391        1.128        0.452       -0.026   0.02586607   0.05471475   0.02380382
         392        1.128        0.556       -0.026   0.02771021   0.05109924   0.02512744
         393        1.128        0.660       -0.026   0.02983900   0.04698351   0.02668505
         394        1.128        0.764       -0.026   0.03221790   0.04245915   0.02846161
         395        1.128        0.868       -0.026   0.03478959   0.03765020   0.03043830
         396        1.128        0.972       -0.026   0.03747602   0.03269721   0.03259911
         397        1.128        1.076       -0.026   0.04016199   0.02775309   0.03492062
         398        1.128        1.180       -0.026   0.04269706   0.02295557   0.03737037
         399        1.128        1.284       -0.026   0.04489753   0.01838145   0.03990310
         400        1.128        1.388       -0.026   0.04659097   0.01403538   0.04246408
         401        1.128        1.492       -0.026   0.04768398   0.00985184   0.04500016
         402        1.128        1.596       -0.026   0.04824485   0.00575072   0.04747163
