        Node       x [um]       y [um]       z [um]       u [um]       v [um]       w [um]
        3790        0.920        0.868        0.286   0.04665932   0.03496413   0.02369550
        3791        0.920        0.972        0.286   0.04954140   0.03063573   0.02533794
        3792        0.920        1.076        0.286   0.05247472   0.02621726   0.02710201
        3793        0.920        1.180        0.286   0.05536065   0.02176759   0.02896228
        3794        0.920        1.284        0.286   0.05809379   0.01731047   0.03088851
        3795        0.920        1.388        0.286   0.06059814   0.01282856   0.03284654
        3796        0.920        1.492        0.286   0.06285411   0.00826174   0.03480688
        3797        0.920        1.596        0.286   0.06493839   0.00352383   0.03674885
        3798        0.920        1.700        0.286   0.06703381  -0.00150325   0.03866462
        3799        0.920        1.804        0.286   0.06937986  -0.00699424   0.04054358
        3800        0.920        1.908        0.286   0.07205730  -0.01327305   0.04233524
        3801        0.920        2.012        0.286   0.07478968  -0.02079194   0.04390103
        3802        0.920        2.116        0.286   0.07677785  -0.03006777   0.04497415
        3803        0.920        2.220        0.286   0.07746314  -0.04099649   0.04541005
        3804        0.920        2.324        0.286   0.07744533  -0.05284154   0.04539273
        3805        0.920        2.428        0.286   0.07739065  -0.06454673   0.04508262
        3806        0.920        2.532        0.286   0.07748295  -0.07533040   0.04447730
        3807        0.920        2.636        0.286   0.07755998  -0.08497553   0.04357316
        3808        0.920        2.740        0.286   0.07754870  -0.09355047   0.04248568
        3809        0.920        2.844        0.286   0.07746738  -0.10108567   0.04135061
        3810        0.920        2.948        0.286   0.07734941  -0.10757508   0.04027853
        3811        0.920        3.052        0.286   0.07723678  -0.11300192   0.03935423
        3812        0.920        3.156        0.286   0.07716752  -0.11734669   0.03864192
        3813        0.920        3.260        0.286   0.07717267  -0.12059038   0.03818598
        3814        0.920        3.364        0.286   0.07727332  -0.12271188   0.03801627
        3815        0.920        3.468        0.286   0.07739640  -0.12368212   0.03804801
        3816        1.024       -0.068        0.286   0.02720042   0.06006556   0.01735002
        3817        1.024        0.036        0.286   0.02736940   0.05966591   0.01738520
        3818        1.024        0.140        0.286   0.02790300   0.05858466   0.01760326
        3819        1.024        0.244        0.286   0.02879550   0.05688732   0.01803630
        3820        1.024        0.348        0.286   0.03003765   0.05460144   0.01868069
        3821        1.024        0.452        0.286   0.03162020   0.05175848   0.01953123
        3822        1.024        0.556        0.286   0.03352584   0.04840635   0.02057880
        3823        1.024        0.660        0.286   0.03572909   0.04460425   0.02181220
        3824        1.024        0.764        0.286   0.03819367   0.04043683   0.02321874
        3825        1.024        0.868        0.286   0.04086466   0.03600809   0.02478384
        3826        1.024        0.972        0.286   0.04366862   0.03143139   0.02649180
        3827        1.024        1.076        0.286   0.04650040   0.02682062   0.02832250
        3828        1.024        1.180        0.286   0.04922566   0.02226278   0.03024454
        3829        1.024        1.284        0.286   0.05168700   0.01780304   0.03221853
        3830        1.024        1.388        0.286   0.05374413   0.01342228   0.03419624
        3831        1.024        1.492        0.286   0.05532233   0.00905012   0.03613510
        3832        1.024        1.596        0.286   0.05648051   0.00459142   0.03800890
        3833        1.024        1.700        0.286   0.05748199  -0.00004508   0.03981738
        3834        1.024        1.804        0.286   0.05879230  -0.00496637   0.04159997
        3835        1.024        1.908        0.286   0.06093798  -0.01038428   0.04336415
        3836        1.024        2.012        0.286   0.06375607  -0.01704095   0.04501377
        3837        1.024        2.116        0.286   0.06621483  -0.02575711   0.04625634
        3838        1.024        2.220        0.286   0.06683814  -0.03721834   0.04660179
        3839        1.024        2.324        0.286   0.06592367  -0.04977269   0.04623131
        3840        1.024        2.428        0.286   0.06579611  -0.06176140   0.04580141
        3841        1.024        2.532        0.286   0.06616717  -0.07251605   0.04504949
        3842        1.024        2.636        0.286   0.06658744  -0.08226154   0.04398669
        3843        1.024        2.740        0.286   0.06692925  -0.09102891   0.04276605
        3844        1.024        2.844        0.286   0.06716464  -0.09881554   0.04152884
        3845        1.024        2.948        0.286   0.06730543  -0.10554676   0.04037491
        3846        1.024        3.052        0.286   0.06738990  -0.11118389   0.03938584
        3847        1.024        3.156        0.286   0.06745725  -0.11569569   0.03862387
        3848        1.024        3.260        0.286   0.06754400  -0.11905638   0.03813355
        3849        1.024        3.364        0.286   0.06767381  -0.12124288   0.03794440
        3850        1.024        3.468        0.286   0.06778592  -0.12222479   0.03796657
        3851        1.128       -0.068        0.286   0.02144503   0.06294928   0.01815949
        3852        1.128        0.036        0.286   0.02161409   0.06253033   0.01819358
        3853        1.128        0.140        0.286   0.02213974   0.06138867   0.01842481
        3854        1.128        0.244        0.286   0.02300854   0.05959387   0.01888481
        3855        1.128        0.348        0.286   0.02421388   0.05716959   0.01956788
        3856        1.128        0.452        0.286   0.02574876   0.05414220   0.02046701
        3857        1.128        0.556        0.286   0.02760050   0.05055358   0.02157092
        3858        1.128        0.660        0.286   0.02974829   0.04646468   0.02286596
        3859        1.128        0.764        0.286   0.03216300   0.04196362   0.02433694
        3860        1.128        0.868        0.286   0.03479671   0.03717194   0.02596914
        3861        1.128        0.972        0.286   0.03757387   0.03223506   0.02774567
        3862        1.128        1.076        0.286   0.04037541   0.02731036   0.02964409
        3863        1.128        1.180        0.286   0.04303433   0.02253296   0.03162997
        3864        1.128        1.284        0.286   0.04533114   0.01797931   0.03365426
        3865        1.128        1.388        0.286   0.04702134   0.01362287   0.03564795
        3866        1.128        1.492        0.286   0.04791244   0.00935265   0.03753795
        3867        1.128        1.596        0.286   0.04798732   0.00504400   0.03927880
        3868        1.128        1.700        0.286   0.04750842   0.00061248   0.04088390
        3869        1.128        1.804        0.286   0.04711527  -0.00392853   0.04236961
        3870        1.128        1.908        0.286   0.04774360  -0.00867531   0.04391336
        3871        1.128        2.012        0.286   0.05017594  -0.01413548   0.04539831
        3872        1.128        2.116        0.286   0.05305768  -0.02202882   0.04664439
        3873        1.128        2.220        0.286   0.05304207  -0.03358877   0.04684722
        3874        1.128        2.324        0.286   0.05274012  -0.04708468   0.04673316
        3875        1.128        2.428        0.286   0.05283776  -0.05841741   0.04604113
        3876        1.128        2.532        0.286   0.05385851  -0.06929888   0.04521450
        3877        1.128        2.636        0.286   0.05483368  -0.07919039   0.04403126
        3878        1.128        2.740        0.286   0.05567787  -0.08831437   0.04275046
        3879        1.128        2.844        0.286   0.05630799  -0.09643650   0.04146144
        3880        1.128        2.948        0.286   0.05675011  -0.10347380   0.04026542
        3881        1.128        3.052        0.286   0.05705179  -0.10936764   0.03924061
        3882        1.128        3.156        0.286   0.05726442  -0.11407993   0.03844892
        3883        1.128        3.260        0.286   0.05743462  -0.11758186   0.03793690
        3884        1.128        3.364        0.286   0.05759366  -0.11984630   0.03773508
        3885        1.128        3.468        0.286   0.05769567  -0.12083117   0.03775273
        3886        1.232       -0.068        0.286   0.01539321   0.06623545   0.01900646
        3887        1.232        0.036        0.286   0.01556375   0.06579926   0.01904445
        3888        1.232        0.140        0.286   0.01608337   0.06459791   0.01929185
        3889        1.232        0.244        0.286   0.01693185   0.06270826   0.01978349
        3890        1.232        0.348        0.286   0.01810434   0.06014629   0.02051167
        3891        1.232        0.452        0.286   0.01959600   0.05693106   0.02146668
        3892        1.232        0.556        0.286   0.02139940   0.05309183   0.02263428
        3893        1.232        0.660        0.286   0.02350178   0.04868144   0.02399764
        3894        1.232        0.764        0.286   0.02588433   0.04378367   0.02553842
        3895        1.232        0.868        0.286   0.02850952   0.03853038   0.02723942
        3896        1.232        0.972        0.286   0.03131295   0.03309931   0.02908229
        3897        1.232        1.076        0.286   0.03417893   0.02770877   0.03104519
        3898        1.232        1.180        0.286   0.03691460   0.02256534   0.03309381
        3899        1.232        1.284        0.286   0.03923388   0.01780132   0.03517191
        3900        1.232        1.388        0.286   0.04077754   0.01340336   0.03718991
        3901        1.232        1.492        0.286   0.04114421   0.00916301   0.03902564
        3902        1.232        1.596        0.286   0.04013871   0.00484745   0.04057403
        3903        1.232        1.700        0.286   0.03806802   0.00045125   0.04185941
        3904        1.232        1.804        0.286   0.03551940  -0.00397694   0.04303559
        3905        1.232        1.908        0.286   0.03356360  -0.00831780   0.04388014
        3906        1.232        2.012        0.286   0.03372027  -0.01292989   0.04477489
        3907        1.232        2.116        0.286   0.03396801  -0.02037194   0.04524217
        3908        1.232        2.220        0.286   0.03494516  -0.03053409   0.04563056
        3909        1.232        2.324        0.286   0.03671339  -0.04289214   0.04596009
        3910        1.232        2.428        0.286   0.03892076  -0.05470903   0.04573358
        3911        1.232        2.532        0.286   0.04095909  -0.06564822   0.04482717
        3912        1.232        2.636        0.286   0.04275760  -0.07615279   0.04371527
        3913        1.232        2.740        0.286   0.04416270  -0.08567359   0.04244526
        3914        1.232        2.844        0.286   0.04519905  -0.09417002   0.04115764
        3915        1.232        2.948        0.286   0.04592781  -0.10153416   0.03995376
        3916        1.232        3.052        0.286   0.04642503  -0.10770194   0.03891738
        3917        1.232        3.156        0.286   0.04676255  -0.11262716   0.03811398
        3918        1.232        3.260        0.286   0.04700067  -0.11627788   0.03759141
        3919        1.232        3.364        0.286   0.04717811  -0.11862664   0.03738168
        3920        1.232        3.468        0.286   0.04726493  -0.11962692   0.03739647
        3921        1.336       -0.068        0.286   0.00909402   0.06992949   0.01988179
        3922        1.336        0.036        0.286   0.00926206   0.06947328   0.01992072
        3923        1.336        0.140        0.286   0.00977731   0.06821712   0.02018644
        3924        1.336        0.244        0.286   0.01060900   0.06624501   0.02071398
        3925        1.336        0.348        0.286   0.01175407   0.06356173   0.02149320
        3926        1.336        0.452        0.286   0.01321009   0.06017319   0.02251230
        3927        1.336        0.556        0.286   0.01497598   0.05609383   0.02375320
        3928        1.336        0.660        0.286   0.01704550   0.05135339   0.02519453
        3929        1.336        0.764        0.286   0.01940951   0.04601756   0.02681198
        3930        1.336        0.868        0.286   0.02204968   0.04021029   0.02858199
        3931        1.336        0.972        0.286   0.02492602   0.03413665   0.03048333
        3932        1.336        1.076        0.286   0.02795177   0.02808923   0.03249741
        3933        1.336        1.180        0.286   0.03094167   0.02238997   0.03459660
        3934        1.336        1.284        0.286   0.03353927   0.01726174   0.03672271
        3935        1.336        1.388        0.286   0.03528547   0.01275024   0.03877854
        3936        1.336        1.492        0.286   0.03558047   0.00859281   0.04059413
        3937        1.336        1.596        0.286   0.03375505   0.00415704   0.04194985
        3938        1.336        1.700        0.286   0.03017529  -0.00051328   0.04280923
        3939        1.336        1.804        0.286   0.02662050  -0.00426519   0.04355322
        3940        1.336        1.908        0.286   0.02198808  -0.00822126   0.04372237
        3941        1.336        2.012        0.286   0.01826796  -0.01251978   0.04357097
        3942        1.336        2.116        0.286   0.01639627  -0.01930317   0.04358871
        3943        1.336        2.220        0.286   0.01782482  -0.02850458   0.04404688
        3944        1.336        2.324        0.286   0.02144695  -0.03889027   0.04470799
        3945        1.336        2.428        0.286   0.02523785  -0.05086983   0.04475509
        3946        1.336        2.532        0.286   0.02848480  -0.06288027   0.04413486
        3947        1.336        2.636        0.286   0.03099229  -0.07360913   0.04313504
        3948        1.336        2.740        0.286   0.03285128  -0.08345356   0.04192724
        3949        1.336        2.844        0.286   0.03417802  -0.09226311   0.04066426
        3950        1.336        2.948        0.286   0.03509541  -0.09992446   0.03946918
        3951        1.336        3.052        0.286   0.03571275  -0.10634725   0.03843416
        3952        1.336        3.156        0.286   0.03612064  -0.11147244   0.03762860
        3953        1.336        3.260        0.286   0.03639054  -0.11526484   0.03710180
        3954        1.336        3.364        0.286   0.03656674  -0.11769478   0.03688705
        3955        1.336        3.468        0.286   0.03663724  -0.11870961   0.03689844
        3956        1.440       -0.068        0.286   0.00258907   0.07401408   0.02075526
        3957        1.440        0.036        0.286   0.00275718   0.07353653   0.02079855
        3958        1.440        0.140        0.286   0.00327136   0.07223782   0.02108482
        3959        1.440        0.244        0.286   0.00409059   0.07020236   0.02165173
        3960        1.440        0.348        0.286   0.00521487   0.06742836   0.02248847
        3961        1.440        0.452        0.286   0.00664598   0.06390646   0.02358021
        3962        1.440        0.556        0.286   0.00838607   0.05962814   0.02490600
        3963        1.440        0.660        0.286   0.01043671   0.05459272   0.02643864
        3964        1.440        0.764        0.286   0.01279614   0.04882579   0.02814382
        3965        1.440        0.868        0.286   0.01546252   0.04241165   0.02998503
        3966        1.440        0.972        0.286   0.01843053   0.03554786   0.03193131
        3967        1.440        1.076        0.286   0.02168390   0.02861014   0.03396975
        3968        1.440        1.180        0.286   0.02510281   0.02210036   0.03608881
        3969        1.440        1.284        0.286   0.02834758   0.01645234   0.03824741
        3970        1.440        1.388        0.286   0.03061377   0.01164346   0.04030449
        3971        1.440        1.492        0.286   0.03148580   0.00765657   0.04215408
        3972        1.440        1.596        0.286   0.02989620   0.00361418   0.04342738
        3973        1.440        1.700        0.286   0.02532168  -0.00154205   0.04381406
        3974        1.440        1.804        0.286   0.02115976  -0.00494866   0.04416635
        3975        1.440        1.908        0.286   0.01629984  -0.00825216   0.04403296
        3976        1.440        2.012        0.286   0.00701850  -0.01318395   0.04276828
        3977        1.440        2.116        0.286   0.00265588  -0.01791816   0.04213683
        3978        1.440        2.220        0.286   0.00527950  -0.02859613   0.04311853
        3979        1.440        2.324        0.286   0.00954963  -0.03972469   0.04375328
        3980        1.440        2.428        0.286   0.01385144  -0.05066804   0.04389264
        3981        1.440        2.532        0.286   0.01751623  -0.06138322   0.04341199
        3982        1.440        2.636        0.286   0.02024181  -0.07196789   0.04248590
        3983        1.440        2.740        0.286   0.02219680  -0.08190768   0.04130297
        3984        1.440        2.844        0.286   0.02356167  -0.09092708   0.04004816
        3985        1.440        2.948        0.286   0.02448815  -0.09881622   0.03885433
        3986        1.440        3.052        0.286   0.02509943  -0.10544387   0.03781802
        3987        1.440        3.156        0.286   0.02549210  -0.11073430   0.03701002
        3988        1.440        3.260        0.286   0.02573902  -0.11464440   0.03647942
        3989        1.440        3.364        0.286   0.02588485  -0.11714387   0.03625941
        3990        1.440        3.468        0.286   0.02593406  -0.11817264   0.03626644
        3991        1.544       -0.068        0.286  -0.00408262   0.07845685   0.02160839
        3992        1.544        0.036        0.286  -0.00391944   0.07795467   0.02165143
        3993        1.544        0.140        0.286  -0.00340411   0.07663007   0.02195929
        3994        1.544        0.244        0.286  -0.00258964   0.07456151   0.02256838
        3995        1.544        0.348        0.286  -0.00147466   0.07174010   0.02346707
        3996        1.544        0.452        0.286  -0.00005266   0.06814397   0.02463977
        3997        1.544        0.556        0.286   0.00168300   0.06374303   0.02606314
        3998        1.544        0.660        0.286   0.00373713   0.05850185   0.02770401
        3999        1.544        0.764        0.286   0.00611333   0.05238909   0.02951539
        4000        1.544        0.868        0.286   0.00881902   0.04540857   0.03144048
        4001        1.544        0.972        0.286   0.01187483   0.03767641   0.03342333
        4002        1.544        1.076        0.286   0.01533517   0.02956766   0.03543827
        4003        1.544        1.180        0.286   0.01929669   0.02189056   0.03752268
        4004        1.544        1.284        0.286   0.02353765   0.01548603   0.03967185
        4005        1.544        1.388        0.286   0.02742466   0.01076457   0.04180615
        4006        1.544        1.492        0.286   0.02827519   0.00602468   0.04341513
        4007        1.544        1.596        0.286   0.02797869   0.00256709   0.04461337
        4008        1.544        1.700        0.286   0.02350941  -0.00239669   0.04498417
        4009        1.544        1.804        0.286   0.01988885  -0.00570890   0.04497094
        4010        1.544        1.908        0.286   0.01482724  -0.00894584   0.04465614
        4011        1.544        2.012        0.286   0.00618967  -0.01443829   0.04373217
        4012        1.544        2.116        0.286  -0.00021267  -0.02020287   0.04291292
        4013        1.544        2.220        0.286   0.00009273  -0.03032650   0.04327766
        4014        1.544        2.324        0.286   0.00277391  -0.04259562   0.04350053
        4015        1.544        2.428        0.286   0.00596890  -0.05130884   0.04351002
        4016        1.544        2.532        0.286   0.00881725  -0.06096350   0.04294912
        4017        1.544        2.636        0.286   0.01096661  -0.07117933   0.04191367
        4018        1.544        2.740        0.286   0.01250127  -0.08113800   0.04066570
        4019        1.544        2.844        0.286   0.01355745  -0.09028694   0.03936768
        4020        1.544        2.948        0.286   0.01426106  -0.09832811   0.03814807
        4021        1.544        3.052        0.286   0.01471202  -0.10509501   0.03709702
        4022        1.544        3.156        0.286   0.01498884  -0.11049704   0.03628006
        4023        1.544        3.260        0.286   0.01514942  -0.11448905   0.03574278
        4024        1.544        3.364        0.286   0.01523062  -0.11703980   0.03551596
        4025        1.544        3.468        0.286   0.01525522  -0.11806681   0.03552269
        4026        1.648       -0.068        0.286  -0.01089822   0.08319798   0.02240533
        4027        1.648        0.036        0.286  -0.01073649   0.08267159   0.02244899
        4028        1.648        0.140        0.286  -0.01021568   0.08134006   0.02277837
        4029        1.648        0.244        0.286  -0.00939776   0.07927358   0.02342999
        4030        1.648        0.348        0.286  -0.00827892   0.07645730   0.02439279
        4031        1.648        0.452        0.286  -0.00684699   0.07286218   0.02565121
        4032        1.648        0.556        0.286  -0.00509181   0.06844155   0.02718151
        4033        1.648        0.660        0.286  -0.00300326   0.06313152   0.02894669
        4034        1.648        0.764        0.286  -0.00057060   0.05684972   0.03089044
        4035        1.648        0.868        0.286   0.00221715   0.04950662   0.03293457
        4036        1.648        0.972        0.286   0.00537370   0.04103064   0.03497486
        4037        1.648        1.076        0.286   0.00899151   0.03161214   0.03693625
        4038        1.648        1.180        0.286   0.01328336   0.02207851   0.03884177
        4039        1.648        1.284        0.286   0.01884426   0.01451578   0.04093452
        4040        1.648        1.388        0.286   0.02468611   0.00967235   0.04307840
        4041        1.648        1.492        0.286   0.02987958   0.00732693   0.04490830
        4042        1.648        1.596        0.286   0.02705893   0.00121240   0.04557005
        4043        1.648        1.700        0.286   0.02540057  -0.00239171   0.04585175
        4044        1.648        1.804        0.286   0.02234095  -0.00546639   0.04601435
        4045        1.648        1.908        0.286   0.01677523  -0.00960887   0.04568771
        4046        1.648        2.012        0.286   0.01016935  -0.01525007   0.04519555
        4047        1.648        2.116        0.286   0.00458844  -0.02359926   0.04493850
        4048        1.648        2.220        0.286   0.00169794  -0.03452775   0.04465570
        4049        1.648        2.324        0.286   0.00073483  -0.04283591   0.04429337
        4050        1.648        2.428        0.286   0.00147285  -0.05083433   0.04381475
        4051        1.648        2.532        0.286   0.00237599  -0.06072297   0.04275799
        4052        1.648        2.636        0.286   0.00319348  -0.07105725   0.04146446
        4053        1.648        2.740        0.286   0.00379998  -0.08113804   0.04004990
        4054        1.648        2.844        0.286   0.00421172  -0.09039268   0.03865420
        4055        1.648        2.948        0.286   0.00446835  -0.09851857   0.03737692
        4056        1.648        3.052        0.286   0.00461084  -0.10534884   0.03629338
        4057        1.648        3.156        0.286   0.00467569  -0.11080135   0.03545808
        4058        1.648        3.260        0.286   0.00469099  -0.11483011   0.03490921
        4059        1.648        3.364        0.286   0.00467733  -0.11740776   0.03467304
        4060        1.648        3.468        0.286   0.00466964  -0.11844459   0.03467724
        4061        1.752       -0.068        0.286  -0.01782760   0.08815904   0.02311972
        4062        1.752        0.036        0.286  -0.01767125   0.08761856   0.02316201
        4063        1.752        0.140        0.286  -0.01714323   0.08629804   0.02351071
        4064        1.752        0.244        0.286  -0.01631532   0.08426684   0.02420168
        4065        1.752        0.348        0.286  -0.01518118   0.08150704   0.02522479
        4066        1.752        0.452        0.286  -0.01372286   0.07798666   0.02656630
        4067        1.752        0.556        0.286  -0.01192229   0.07365502   0.02820390
        4068        1.752        0.660        0.286  -0.00975993   0.06843765   0.03010198
        4069        1.752        0.764        0.286  -0.00721416   0.06222736   0.03220231
        4070        1.752        0.868        0.286  -0.00426643   0.05486934   0.03441342
        4071        1.752        0.972        0.286  -0.00088106   0.04616588   0.03660552
        4072        1.752        1.076        0.286   0.00291861   0.03576464   0.03855773
        4073        1.752        1.180        0.286   0.00756992   0.02427988   0.04024680
        4074        1.752        1.284        0.286   0.01312038   0.01317734   0.04170008
        4075        1.752        1.388        0.286   0.02305404   0.00937673   0.04397333
        4076        1.752        1.492        0.286   0.03232468   0.00954910   0.04638376
        4077        1.752        1.596        0.286   0.03334134   0.00440703   0.04686635
        4078        1.752        1.700        0.286   0.03138073   0.00016231   0.04724234
        4079        1.752        1.804        0.286   0.02807854  -0.00328136   0.04742032
        4080        1.752        1.908        0.286   0.02319463  -0.00750988   0.04734224
        4081        1.752        2.012        0.286   0.01694247  -0.01380902   0.04699252
        4082        1.752        2.116        0.286   0.01045509  -0.02252185   0.04644807
        4083        1.752        2.220        0.286   0.00485253  -0.03224306   0.04592079
        4084        1.752        2.324        0.286   0.00166555  -0.03847653   0.04558885
        4085        1.752        2.428        0.286  -0.00102391  -0.04963073   0.04427386
        4086        1.752        2.532        0.286  -0.00252549  -0.06057562   0.04271232
        4087        1.752        2.636        0.286  -0.00349888  -0.07156647   0.04106246
        4088        1.752        2.740        0.286  -0.00414492  -0.08190122   0.03943354
        4089        1.752        2.844        0.286  -0.00460476  -0.09124360   0.03790606
        4090        1.752        2.948        0.286  -0.00494937  -0.09938107   0.03655161
        4091        1.752        3.052        0.286  -0.00521883  -0.10619837   0.03542340
        4092        1.752        3.156        0.286  -0.00543225  -0.11163408   0.03456267
        4093        1.752        3.260        0.286  -0.00560112  -0.11565446   0.03399846
        4094        1.752        3.364        0.286  -0.00572907  -0.11823522   0.03375084
        4095        1.752        3.468        0.286  -0.00577258  -0.11926713   0.03375212
        4096        1.856       -0.068        0.286  -0.02485364   0.09325064   0.02371999
        4097        1.856        0.036        0.286  -0.02469915   0.09270654   0.02376263
        4098        1.856        0.140        0.286  -0.02416408   0.09141300   0.02412634
        4099        1.856        0.244        0.286  -0.02332646   0.08944395   0.02484858
        4100        1.856        0.348        0.286  -0.02217375   0.08678235   0.02592049
        4101        1.856        0.452        0.286  -0.02068168   0.08339761   0.02733120
        4102        1.856        0.556        0.286  -0.01882028   0.07924535   0.02906265
        4103        1.856        0.660        0.286  -0.01655407   0.07425662   0.03108283
        4104        1.856        0.764        0.286  -0.01384358   0.06833476   0.03334010
        4105        1.856        0.868        0.286  -0.01063693   0.06134050   0.03575183
        4106        1.856        0.972        0.286  -0.00688690   0.05303898   0.03817737
        4107        1.856        1.076        0.286  -0.00239105   0.04318627   0.04046514
        4108        1.856        1.180        0.286   0.00249082   0.03023111   0.04189152
        4109        1.856        1.284        0.286   0.00987039   0.01756013   0.04300907
        4110        1.856        1.388        0.286   0.02106469   0.01032760   0.04456513
        4111        1.856        1.492        0.286   0.03048456   0.00704240   0.04613427
        4112        1.856        1.596        0.286   0.03599103   0.00600827   0.04760601
        4113        1.856        1.700        0.286   0.03665734   0.00369480   0.04850599
        4114        1.856        1.804        0.286   0.03468342   0.00123840   0.04911050
        4115        1.856        1.908        0.286   0.03052352  -0.00269054   0.04928297
        4116        1.856        2.012        0.286   0.02426434  -0.00928685   0.04889812
        4117        1.856        2.116        0.286   0.01659477  -0.01799008   0.04811576
        4118        1.856        2.220        0.286   0.00889782  -0.02710486   0.04722111
        4119        1.856        2.324        0.286   0.00218273  -0.03654714   0.04617977
        4120        1.856        2.428        0.286  -0.00306907  -0.04875990   0.04455148
        4121        1.856        2.532        0.286  -0.00701839  -0.06124884   0.04255239
        4122        1.856        2.636        0.286  -0.00979829  -0.07288754   0.04059573
        4123        1.856        2.740        0.286  -0.01175301  -0.08345257   0.03875754
        4124        1.856        2.844        0.286  -0.01313549  -0.09279768   0.03710098
        4125        1.856        2.948        0.286  -0.01412330  -0.10085523   0.03566812
        4126        1.856        3.052        0.286  -0.01483679  -0.10757631   0.03449421
        4127        1.856        3.156        0.286  -0.01535207  -0.11293201   0.03360630
        4128        1.856        3.260        0.286  -0.01571946  -0.11690051   0.03302500
        4129        1.856        3.364        0.286  -0.01596672  -0.11946121   0.03276507
        4130        1.856        3.468        0.286  -0.01604494  -0.12049678   0.03276141
        4131        1.960       -0.068        0.286  -0.03195307   0.09838886   0.02418834
        4132        1.960        0.036        0.286  -0.03180075   0.09784640   0.02422861
        4133        1.960        0.140        0.286  -0.03126223   0.09659092   0.02460065
        4134        1.960        0.244        0.286  -0.03042252   0.09470057   0.02534069
        4135        1.960        0.348        0.286  -0.02926090   0.09216036   0.02644223
        4136        1.960        0.452        0.286  -0.02774369   0.08894502   0.02789697
        4137        1.960        0.556        0.286  -0.02582923   0.08501811   0.02968940
        4138        1.960        0.660        0.286  -0.02346086   0.08032890   0.03179467
        4139        1.960        0.764        0.286  -0.02057106   0.07480824   0.03417006
        4140        1.960        0.868        0.286  -0.01707003   0.06837158   0.03674850
        4141        1.960        0.972        0.286  -0.01282660   0.06090764   0.03942900
        4142        1.960        1.076        0.286  -0.00766302   0.05229739   0.04205112
        4143        1.960        1.180        0.286  -0.00077734   0.04241162   0.04447607
        4144        1.960        1.284        0.286   0.00842366   0.02895495   0.04531113
        4145        1.960        1.388        0.286   0.01911493   0.01674367   0.04559075
        4146        1.960        1.492        0.286   0.02930292   0.01075514   0.04663471
        4147        1.960        1.596        0.286   0.03603703   0.00894282   0.04815498
        4148        1.960        1.700        0.286   0.03888644   0.00873799   0.04959861
        4149        1.960        1.804        0.286   0.03883678   0.00771618   0.05074007
        4150        1.960        1.908        0.286   0.03612068   0.00444879   0.05129401
        4151        1.960        2.012        0.286   0.03027450  -0.00220021   0.05094460
        4152        1.960        2.116        0.286   0.02141378  -0.01232965   0.04972343
        4153        1.960        2.220        0.286   0.01112429  -0.02402768   0.04819886
        4154        1.960        2.324        0.286   0.00143532  -0.03579747   0.04657668
        4155        1.960        2.428        0.286  -0.00631773  -0.05003317   0.04438662
        4156        1.960        2.532        0.286  -0.01218089  -0.06323587   0.04214613
        4157        1.960        2.636        0.286  -0.01643932  -0.07520539   0.03995617
        4158        1.960        2.740        0.286  -0.01948352  -0.08574501   0.03796977
        4159        1.960        2.844        0.286  -0.02165812  -0.09493686   0.03621467
        4160        1.960        2.948        0.286  -0.02321376  -0.10280681   0.03472141
        4161        1.960        3.052        0.286  -0.02432671  -0.10935789   0.03351113
        4162        1.960        3.156        0.286  -0.02511714  -0.11458097   0.03260191
        4163        1.960        3.260        0.286  -0.02566703  -0.11846432   0.03200647
        4164        1.960        3.364        0.286  -0.02602451  -0.12098980   0.03173498
        4165        1.960        3.468        0.286  -0.02613443  -0.12203056   0.03172660
        4166        2.064       -0.068        0.286  -0.03910755   0.10348401   0.02450789
        4167        2.064        0.036        0.286  -0.03895417   0.10295033   0.02454541
        4168        2.064        0.140        0.286  -0.03842113   0.10173669   0.02491628
        4169        2.064        0.244        0.286  -0.03759421   0.09993033   0.02565717
        4170        2.064        0.348        0.286  -0.03644737   0.09751611   0.02676290
        4171        2.064        0.452        0.286  -0.03493825   0.09447496   0.02822571
        4172        2.064        0.556        0.286  -0.03301192   0.09077615   0.03003207
        4173        2.064        0.660        0.286  -0.03059364   0.08637678   0.03215942
        4174        2.064        0.764        0.286  -0.02758679   0.08123216   0.03457137
        4175        2.064        0.868        0.286  -0.02385952   0.07529278   0.03721232
        4176        2.064        0.972        0.286  -0.01923539   0.06852945   0.03999641
        4177        2.064        1.076        0.286  -0.01343879   0.06098338   0.04281355
        4178        2.064        1.180        0.286  -0.00619950   0.05269582   0.04538778
        4179        2.064        1.284        0.286   0.00371170   0.03962025   0.04634802
        4180        2.064        1.388        0.286   0.01499161   0.02678483   0.04666290
        4181        2.064        1.492        0.286   0.02607305   0.01757510   0.04732267
        4182        2.064        1.596        0.286   0.03229626   0.01518280   0.04854509
        4183        2.064        1.700        0.286   0.03556397   0.01580849   0.05028886
        4184        2.064        1.804        0.286   0.03756752   0.01584589   0.05198475
        4185        2.064        1.908        0.286   0.03767361   0.01306841   0.05308241
        4186        2.064        2.012        0.286   0.03264896   0.00553242   0.05283798
        4187        2.064        2.116        0.286   0.02314945  -0.00576180   0.05133737
        4188        2.064        2.220        0.286   0.00933858  -0.02318933   0.04857656
        4189        2.064        2.324        0.286  -0.00260630  -0.03765485   0.04627494
        4190        2.064        2.428        0.286  -0.01184456  -0.05327711   0.04389524
